Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1,Remark part 2,Remark part 3
ME,MONTENEGRO,Montenegro,,MNE,499,,Yes,,Officially assigned,"Montenegro was formerly part of former entries: YUGOSLAVIA (YU, YUG, 891) then SERBIA AND MONTENEGRO (CS, SCG, 891). The language code ""001"" corresponds to the language Montenegrin.","The language code ""001"" corresponds to the language Montenegrin.","Serbia and Montenegro (CS, SCG, 891) was divided into Serbia (RS, SRB, 688) and Montenegro (ME, MNE, 499). See also code element CSXX."
