#,Chapter,Role,Name (Country)
2,Observations: Atmosphere and Surface,Coordinating Lead Author,Dennis L. Hartmann (USA)
2,Observations: Atmosphere and Surface,Coordinating Lead Author,Albert M.G. Klein Tank (Netherlands)
2,Observations: Atmosphere and Surface,Coordinating Lead Author,Matilde Rusticucci (Argentina)
,,,
2,Observations: Atmosphere and Surface,Lead Author,Lisa V. Alexander (Australia)
2,Observations: Atmosphere and Surface,Lead Author,Stefan Brönnimann (Switzerland)
2,Observations: Atmosphere and Surface,Lead Author,Yassine Abdul-Rahman Charabi (Oman)
2,Observations: Atmosphere and Surface,Lead Author,Frank J. Dentener (EU/Netherlands)
2,Observations: Atmosphere and Surface,Lead Author,Edward J. Dlugokencky (USA)
2,Observations: Atmosphere and Surface,Lead Author,David R. Easterling (USA)
2,Observations: Atmosphere and Surface,Lead Author,Alexey Kaplan (USA)
2,Observations: Atmosphere and Surface,Lead Author,Brian J. Soden (USA)
2,Observations: Atmosphere and Surface,Lead Author,Peter W. Thorne (USA/Norway/UK)
2,Observations: Atmosphere and Surface,Lead Author,Martin Wild (Switzerland)
2,Observations: Atmosphere and Surface,Lead Author,Panmao Zhai (China)
,,,
2,Observations: Atmosphere and Surface,Contributing Author,Robert Adler (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Richard Allan (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Robert Allan (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Donald Blake (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Owen Cooper (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Aiguo Dai (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Robert Davis (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Sean Davis (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Markus Donat (Australia)
2,Observations: Atmosphere and Surface,Contributing Author,Vitali Fioletov (Canada)
2,Observations: Atmosphere and Surface,Contributing Author,Erich Fischer (Switzerland)
2,Observations: Atmosphere and Surface,Contributing Author,Leopold Haimberger (Austria)
2,Observations: Atmosphere and Surface,Contributing Author,Ben Ho (USA)
2,Observations: Atmosphere and Surface,Contributing Author,John Kennedy (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Elizabeth Kent (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Stefan Kinne (Germany)
2,Observations: Atmosphere and Surface,Contributing Author,James Kossin (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Norman Loeb (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Carl Mears (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Christopher Merchant (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Steve Montzka (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Colin Morice (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Cathrine Lund Myhre (Norway)
2,Observations: Atmosphere and Surface,Contributing Author,Joel Norris (USA)
2,Observations: Atmosphere and Surface,Contributing Author,David Parker (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Bill Randel (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Andreas Richter (Germany)
2,Observations: Atmosphere and Surface,Contributing Author,Matthew Rigby (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Ben Santer (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Dian Seidel (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Tom Smith (USA)
2,Observations: Atmosphere and Surface,Contributing Author,David Stephenson (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Ryan Teuling (Netherlands)
2,Observations: Atmosphere and Surface,Contributing Author,Junhong Wang (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Xiaolan Wang (Canada)
2,Observations: Atmosphere and Surface,Contributing Author,Ray Weiss (USA)
2,Observations: Atmosphere and Surface,Contributing Author,Kate Willett (UK)
2,Observations: Atmosphere and Surface,Contributing Author,Simon Wood (UK)
,,,
2,Observations: Atmosphere and Surface,Review Editor,Jim Hurrell (USA)
2,Observations: Atmosphere and Surface,Review Editor,Jose Marengo (Brazil)
2,Observations: Atmosphere and Surface,Review Editor,Fredolin Tangang (Malaysia)
2,Observations: Atmosphere and Surface,Review Editor,Pedro Viterbo (Portugal)
