Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 3
BJ,BENIN,Benin,the Republic of Benin,BEN,204,,Yes,,Officially assigned,"Name changed from Dahomey (DY, DHY, 204) to Benin .  See code element DYBJ."
