Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
WS,SAMOA,Samoa,the Independent State of Samoa,WSM,882,,Yes,"Savai'i, Upolu",Officially assigned,"Principal islands: Savai'i, Upolu."
