Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
MX,MEXICO,Mexico,the United Mexican States,MEX,484,,Yes,,Officially assigned,
