#,Chapter,Role,Name (Country)
3,Observations: Ocean,Coordinating Lead Author,Monika Rhein (Germany)
3,Observations: Ocean,Coordinating Lead Author,Stephen R.Rintoul (Australia)
,,,
3,Observations: Ocean,Lead Author,Shigeru Aoki (Japan)
3,Observations: Ocean,Lead Author,Edmo Campos (Brazil)
3,Observations: Ocean,Lead Author,Don Chambers (USA)
3,Observations: Ocean,Lead Author,Richard A. Feely (USA)
3,Observations: Ocean,Lead Author,Sergey Gulev (Russian Federation)
3,Observations: Ocean,Lead Author,Gregory C. Johnson (USA)
3,Observations: Ocean,Lead Author,Simon A. Josey (UK)
3,Observations: Ocean,Lead Author,Andrey Kostianoy (Russian Federation)
3,Observations: Ocean,Lead Author,Cecilie Mauritzen (Norway)
3,Observations: Ocean,Lead Author,Dean Roemmich (USA)
3,Observations: Ocean,Lead Author,Lynne D. Talley (USA)
3,Observations: Ocean,Lead Author,Fan Wang (China)
,,,
3,Observations: Ocean,Review Editor,Howard Freeland (Canada)
3,Observations: Ocean,Review Editor,Yukihiro Nojiri (Japan)
3,Observations: Ocean,Review Editor,Silvia Garzoli (USA)
,,,
3,Observations: Ocean,Contributing Author,Ian Allison (Australia)
3,Observations: Ocean,Contributing Author,Michio Aoyama (Japan)
3,Observations: Ocean,Contributing Author,Molly Baringer (USA)
3,Observations: Ocean,Contributing Author,Nicholas R. Bates (Bermuda)
3,Observations: Ocean,Contributing Author,Timothy Boyer (USA)
3,Observations: Ocean,Contributing Author,Robert H. Byrne (USA)
3,Observations: Ocean,Contributing Author,Sarah Cooley (USA)
3,Observations: Ocean,Contributing Author,Stuart Cunningham (UK)
3,Observations: Ocean,Contributing Author,Thierry Delcroix (France)
3,Observations: Ocean,Contributing Author,Catia M. Domingues (Australia)
3,Observations: Ocean,Contributing Author,Scott Doney (USA)
3,Observations: Ocean,Contributing Author,John Dore (USA)
3,Observations: Ocean,Contributing Author,Paul J. Durack (USA)
3,Observations: Ocean,Contributing Author,Rana Fine (USA)
3,Observations: Ocean,Contributing Author,Melchor González-Dávila (Spain)
3,Observations: Ocean,Contributing Author,Simon Good (UK)
3,Observations: Ocean,Contributing Author,Nicolas Gruber (Switzerland)
3,Observations: Ocean,Contributing Author,Mark Hemer (Australia)
3,Observations: Ocean,Contributing Author,David Hydes (UK)
3,Observations: Ocean,Contributing Author,Masayoshi Ishii (Japan)
3,Observations: Ocean,Contributing Author,Stanley Jacobs (USA)
3,Observations: Ocean,Contributing Author,Torsten Kanzow (Germany)
3,Observations: Ocean,Contributing Author,David Karl (USA)
3,Observations: Ocean,Contributing Author,Georg Kaser (Austria)
3,Observations: Ocean,Contributing Author,Alexander Kazmin (Russian Federation)
3,Observations: Ocean,Contributing Author,Robert Key (USA)
3,Observations: Ocean,Contributing Author,Samar Khatiwala (USA)
3,Observations: Ocean,Contributing Author,Joan Kleypas (USA)
3,Observations: Ocean,Contributing Author,Ronald Kwok (USA)
3,Observations: Ocean,Contributing Author,Kitack Lee (Republic of Korea)
3,Observations: Ocean,Contributing Author,Eric Leuliette (USA)
3,Observations: Ocean,Contributing Author,Melisa Menéndez (Spain)
3,Observations: Ocean,Contributing Author,Calvin Mordy (USA)
3,Observations: Ocean,Contributing Author,Jon Olafsson (Iceland)
3,Observations: Ocean,Contributing Author,James Orr (France)
3,Observations: Ocean,Contributing Author,Alejandro Orsi (USA)
3,Observations: Ocean,Contributing Author,Geun-Ha Park (Republic of Korea)
3,Observations: Ocean,Contributing Author,Igor Polyakov (USA)
3,Observations: Ocean,Contributing Author,Sarah G. Purkey (USA)
3,Observations: Ocean,Contributing Author,Bo Qiu (USA)
3,Observations: Ocean,Contributing Author,Gilles Reverdin (France)
3,Observations: Ocean,Contributing Author,Anastasia Romanou (USA)
3,Observations: Ocean,Contributing Author,Sunke Schmidtko (UK)
3,Observations: Ocean,Contributing Author,Raymond Schmitt (USA)
3,Observations: Ocean,Contributing Author,Koji Shimada (Japan)
3,Observations: Ocean,Contributing Author,Doug Smith (UK)
3,Observations: Ocean,Contributing Author,Tom Smith (USA)
3,Observations: Ocean,Contributing Author,Uwe Stöber (Germany)
3,Observations: Ocean,Contributing Author,Lothar Stramma (Germany)
3,Observations: Ocean,Contributing Author,Toshio Suga (Japan)
3,Observations: Ocean,Contributing Author,Neil Swart (Canada)
3,Observations: Ocean,Contributing Author,Taro Takahashi (USA)
3,Observations: Ocean,Contributing Author,Toste Tanhua (Germany)
3,Observations: Ocean,Contributing Author,Karina von Schuckmann (France)
3,Observations: Ocean,Contributing Author,Hans von Storch (Germany)
3,Observations: Ocean,Contributing Author,Xiaolan Wang (Canada)
3,Observations: Ocean,Contributing Author,Rik Wanninkhof (USA)
3,Observations: Ocean,Contributing Author,Susan Wijffels (Australia)
3,Observations: Ocean,Contributing Author,Philip L. Woodworth (UK)
3,Observations: Ocean,Contributing Author,Igor Yashayaev (Canada)
3,Observations: Ocean,Contributing Author,Lisan Yu (USA)
