#,Chapter,Role,Name (Country)
12,"Human Settlements, Infrastructure and Spatial Planning",Coordinating Lead Author,Karen Seto (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Coordinating Lead Author,Shobhakar Dhakal (Nepal/Thailand)
,,,
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Anthony Bigio (Italy/USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Hilda Blanco (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Gian Carlo Delgado (Mexico)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,David Dewar (South Africa)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Luxin Huang (China)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Atsushi Inaba (Japan)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Arun Kansal (India)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Shuaib Lwasa (Uganda)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,James McMahon (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Daniel Mueller (Switzerland/Norway)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Jin Murakami (Japan/China)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Harini Nagendra (India)
12,"Human Settlements, Infrastructure and Spatial Planning",Lead Author,Anu (Anuradha) Ramaswami (USA)
,,,
12,"Human Settlements, Infrastructure and Spatial Planning",Review Editor,Robert Cervero (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Review Editor,Julio Torres Martinez (Cuba)
,,,
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Antonio Bento (Portugal)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Michele Merrill Betsill (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Harriet Bulkeley (UK)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Peter Christensen (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Abél Chávez (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Felix Creutzig (Germany)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Michail Fragkias (Greece)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Burak Güneralp (Turkey)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Leiwen Jiang (China)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Peter J. Marcotullio (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,David McCollum (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Adam Millard-Ball (USA)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Peter Paul Pichler (Germany)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Serge Salat (France)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Cecilia Tacoli (Italy)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Helga Weisz (Germany)
12,"Human Settlements, Infrastructure and Spatial Planning",Contributing Author,Timm Zwickel (Germany)
