Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Status remark,Remark part 1
NL,NETHERLANDS,Netherlands (the),the Kingdom of the Netherlands,NLD,528,,Yes,,Officially assigned,"Includes: the islands Bonaire, Saint Eustatius and Saba","Includes: the islands Bonaire, Sint Eustatius and Saba."
