Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,478.9953401629,563.5867598388,633.6403151738,717.8669152309,835.6572524841,919.7766881848,1058.503560909,1228.9092104006,1450.6196523437,1669.0981999078,2003.6470473595,2234.2616658497,2917.6589757236,3931.3016274214,4281.3599284105,4581.5743894803,5111.2951492201,6230.3356881103,8675.0139967336,8953.5915202795,9307.8392945915,10212.3781358968,9428.8746503714,10213.9582793067,10786.7861809463,11465.7257816269,16882.2739520667,20355.6052224356,24592.7720053534,24505.7672958679,25123.6317862142,28540.7714826016,31013.6471483626,35451.2975115746,38814.8943789814,42522.0665906054,37421.6738577112,34294.8989766588,30967.2880890928,34998.8099717531,37291.7061580448,32716.4186748897,31235.5881843914,33690.9377297154,36441.5044939422,35781.1662651372,34102.1147777545,34095.0234329717,37972.0557387006,39473.367509542,43117.8296736939,46203.698037278,46548.269637146,38492.0888947397
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.4632309038,1512.4850664964,1515.1040589588,1433.4615343114,1320.3216224969,1288.2390521321,1350.3338662339,1445.569414183,1468.701798334,1130.1135923356,1229.000958445,1490.9267511843,1658.0311460152,2068.1236571983,2874.2882912765,3771.2789573385,5291.5743678663,6771.4147968189,8513.5646450681,7165.2770496965,9070.6499719999,11357.945490694,12120.3053397012,13171.8073886213
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,97.6215300259,94.8352529497,100.6042551215,104.0127020531,108.5589324485,104.9921733447,118.5562820473,121.3807514998,128.8576693107,134.1937239803,142.4974185429,152.5537034472,174.3980326158,199.695321884,228.7611813982,241.6792741397,248.2525996754,309.3759197597,351.6674493501,398.0716366077,446.6042114838,405.5632048316,366.2663151964,327.7813433766,326.8548944021,312.0563947756,354.9929364033,377.0782598947,381.5784286778,365.4306687682,365.614546536,336.3233918331,327.8803380372,222.5998384738,268.377701552,329.9399953094,427.3671232597,453.1482999611,474.5095318291,423.1169341717,406.1157055335,404.216206284,398.4099450715,439.595905732,462.0497682869,523.6137891876,612.2325312301,721.459010712,785.7342002858,771.2881084563,792.9790369665,816.441534977,932.5182291789,994.3054056908
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9451630534,575.9551333752,513.035921513,449.0657901887,372.3078100168,364.2264973508,394.8601214605,376.4296132611,345.1381316485,258.0493399591,279.6202749923,308.4090313867,321.7265380451,380.5073624355,433.2351189352,476.4800976123,543.1107024031,721.7686908389,966.3936271854,871.2243893379,880.0377751191,1123.8831680627,1177.9735966334,1263.448728615
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,111.3882426714,109.5186252073,109.5566437413,117.9156301929,123.7308169555,134.3498163838,138.80419062,143.8523911565,156.8712499989,141.854897778,102.3136236682,135.2976209351,68.9281984491,93.9276828972,77.7612629441,,,,,,,,,,,,,,,,,,,251.4266166196,267.6283311903,319.5414945796,316.1859813408,302.1609356265,267.0378130951,294.0723365763,298.9503625029,319.0848624206,337.0772586663,360.1448904587,405.9378328346,471.162502936,536.6577306566,628.4268516843,742.571335269,735.4192634679,782.6188885923,878.3830177923,945.4946463894,1007.5661789491
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,325.9297661809,340.7138790588,414.0851270715,680.8807189956,1804.9398130973,1137.9600237946,831.0683555586,765.5147368805,871.8883444511,801.8242359383,512.4848649535,524.2014711531,517.1431623045,500.0413257294,473.8528641349,342.6628555032,321.7022824483,363.3681197931,455.3773612638,425.3670133275,399.9699195722,660.7037374135,677.1290835268,653.4483010072,745.8959046388,754.2830095925,875.5715377052,878.4052872647,838.5288136843,867.5194306137,815.4891351117,748.8787501919,842.1898386144,1031.7899310084,1149.3761226097,1173.3141497314,1138.2845007645,1316.9568810759,1424.0388859061,1320.4800302331,1539.0474362066,1735.5540457506,1736.1981707194,1650.7072236263
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,241.5500045878,243.8383037078,246.07846692,253.958820546,268.6873261878,276.2376791357,299.2261046925,353.3406197849,314.6619539214,348.0915359951,363.1745465888,441.1046622125,517.6152434601,546.0129639106,710.9629958659,753.5131244977,681.790634423,680.1276193745,783.8929767119,918.0411549925,1110.98250555,1315.9187155463,1401.4154221743,1402.6344204827,1655.9567740138,1856.3914278142,2257.9117558921,2616.1386906528,3086.0437185931,3506.6151840508,3898.8162661531,4013.1299105298,4395.9274243352,4740.9194149851,5234.3023080639,5380.0768668558,5659.1355631096,6268.4267762765,6472.5815131353,6787.323181074,9146.4727392203,9865.0971935953,10185.9622898457,9680.9267490864,10275.4696628799,10916.1901214615,12634.9633233687,13551.9248384027,14377.1241403799,13703.367205136,13222.459929367,13746.1657916246,13658.0294836491,13710.0803263081
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,155.5969476542,91.4805929909,103.5694516531,141.7270488705,120.0012701031,105.1262371579,129.3008281952,156.0767884466,193.1149375963,236.990530828,291.859011207,316.8310914669,339.2753500634,426.3040608304,588.7907132052,646.1749485351,874.6398130418,1105.5699155718,1468.0810607694,1857.8190370471,1778.4802402494,1968.8686216446,2075.9418186095,2268.1807804227,2474.4711962087,2542.0419795518,2906.1688430441,3627.6015435554,4813.2848722403,5860.4038200579,6642.45121753,7675.6931375612,8140.2187056753,8869.0207606918,10275.2775348048,12403.913223896,13254.6374001395,12196.7697802359,8133.7312452003,10432.210803657,11947.5772472444,11255.9478894452,12788.5801805177,14219.1935856009,15921.9391974413,18657.4611334784,20917.0411914357,23101.4431035837,20474.8255388381,18338.7063660256,22151.2091243861,24155.8293044196,24453.9713480439,25976.9528250314
Kosovo,KSV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.7624012089,1490.3610325023,1587.5058285127,1969.5627130741,2135.3328465238,2194.3726507474,2278.6241799886,2736.4871021143,3302.9239391948,3190.83501113,3232.8111999356,3702.0511668798,3566.7309113662,3815.5914880137
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,5454.2226004598,4980.4297211916,4802.3421664816,4348.8068872989,4480.9802716538,4166.778600663,4164.9964110874,3989.8032884013,3829.3586711915,4800.8199386237,5131.3322391391,5832.2050966781,13160.5588523882,11450.4275511948,11808.4431652929,12034.7755209961,12519.4980131889,18982.3280214518,20881.5126376966,17406.7102265644,14317.3913117346,13240.8372393579,13148.473657946,12393.3556202583,9828.9322890696,11650.4876574635,10306.9475833458,11807.3024255706,8946.5050879626,5505.9385577789,,,,17143.4924492449,19866.3027274541,18551.620789479,15065.651764219,16564.4556430941,19786.6950377865,17616.2290595282,18620.3523317895,22621.858292144,27061.8857663891,35185.9306721465,42011.774334634,44902.3182666837,54548.6153050528,37160.5432396447,40090.7462727442,51396.8538573241,56366.5700752596,
Latin America & Caribbean (developing only),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,355.2909633829,362.8355569778,406.6181985121,395.8838770364,428.8475982661,452.2013720891,482.4186756765,481.6866197546,506.9853390765,551.3158248202,583.5312253284,631.2166910352,697.1489958166,887.3918217287,1152.0501895922,1211.0032951617,1310.7687584621,1399.5649824518,1548.8028813892,1789.2468264475,2069.730427501,2334.4782921169,2147.5987691217,1868.2385674673,1799.7486518516,1821.1963184849,1815.5054336177,1863.0180486667,2073.9484767535,2241.2532132937,2555.6183987394,2656.780747406,2817.3658509137,3235.9230420835,3751.3768284382,3886.2469511304,4130.3796940152,4444.1993301779,4383.6323240259,3884.7718743502,4235.7062023796,4065.1061606652,3519.9115635991,3567.2485642404,4034.1084223215,4838.8923775149,5611.7511987957,6573.7120092296,7585.0132064897,7030.3591423093,8611.9283764098,9539.8205138477,9404.3008807737,9616.8417306646
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,491.1950741199,643.5195267757,469.7912298518,279.4083982352,149.557821923,173.1972723931,203.9240847488,235.2636299955,250.7448413952,287.0273565598,324.8916538106,362.0130217774,375.7418915712,342.7715301853,246.1455400961,274.5169049733,321.2894840585,323.3207343953,317.0602296341,360.08178709,415.2222521483,472.4084630621,585.6405751549,702.2701311401,886.7596523986,930.5859445208,1122.8523155898,1265.7093442988,1412.4522429722,1645.7366248331
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.6805331848,1015.4612124066,1050.1167020604,1617.2719359717,1965.3370820164,2597.5933754959,3226.9802734413,3863.2465789472,4457.9252515026,5093.2116958108,5538.5683825493,5509.2417338855,5334.880243574,5256.6569108235,5447.7804684402,5442.3631652268,5437.8559689652,5339.4238804311,5342.4748023275,5936.7692279484,6887.0627531645,8274.1379778743,8755.8499678782,9144.6176157499,9764.1106066556,9928.038098406
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,170.0377287082,160.6442366818,163.9470377273,167.3337991021,178.8499053177,182.974166938,190.4922387836,198.4795931015,205.2883403735,221.9046587701,227.5786122412,234.3004567425,245.8320078859,251.4606630008,307.6961627313,354.6171272509,356.0083722351,390.3065209159,404.033600721,444.6118638116,451.6239930802,431.4999762972,424.2609367365,390.6837287185,392.1178537181,387.4032079117,381.0671037267,442.9461015461,478.3853492356,367.9426191076,182.7971869016,168.4365410491,110.1705943593,79.946210754,65.4731599665,64.8101538472,72.5270395272,125.1009389969,140.5739054943,161.1376725412,182.9427734552,171.737078869,174.5545683308,130.9125919989,146.6412404781,165.7600833816,178.4537307639,209.8140848625,231.4474960042,302.2803523766,326.6042804451,376.9284543864,413.7585727356,454.3374834057
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6785.488397898,7338.5991268196,7599.3320592541,6726.6148862639,6146.8802793927,5379.8291705054,5764.4355539445,6234.5114742869,5440.2533177866,5985.6204630857,6548.5682738872,5404.4623679192,3715.5569912678,4437.4371612795,6062.214524172,7864.937572058,9933.1088240078,12418.1835912654,15853.4615089924,10455.5748673945,12375.4495267956,5685.4122271929,13302.7908482492,12167.4025129527
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,889.5232915209,1130.7873309824,1273.0213453606,1185.2156865629,1258.8090157496,1583.4502475188,1496.3823349243,1755.3862058031,1849.8166929033,2051.776239336,2291.2978331614,2874.4577632513,3078.4348976834,3367.7362018741,3426.5810138453,3562.9873156919,3814.0035597732,3802.1130245828,4002.881495854,4295.7259895309,4465.6864520406,4870.7396888487,4464.4846914967,4512.8022811732,4830.0529957146,5250.5529205813,5492.8649136318,6072.2975737086,6732.6609931549,6854.8987117422,6735.1598173516,7058.869215501,7228.865382164,7287.8208002883,7308.938911535
Latin America & Caribbean (all income levels),LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,369.353851439,381.4264901513,426.8815905956,416.3832836454,450.7077304277,473.833382039,506.0533991436,505.0255012253,530.3472276905,579.1665558514,614.0971041672,668.8014395487,733.7127402605,937.4104588637,1188.5281660342,1218.1224008216,1322.9766393137,1422.9706313748,1576.9820595937,1834.2203980995,2136.4794956314,2408.1163225569,2206.1523524844,1917.0296672049,1853.6159118399,1867.4759901012,1864.5593653256,1924.8252565467,2139.7431045322,2311.645521618,2626.2736964502,2739.4170028927,2916.2296876035,3327.1124677321,3844.3254076845,4014.124317705,4261.7892453474,4587.4923876544,4533.8438291783,4048.5113031231,4401.5320920137,4234.554086374,3700.1164993488,3762.0881090371,4261.8217104021,5091.5521112464,5896.4126271309,6863.0377116449,7869.0407274561,7308.0364995155,8914.7126250869,9877.3082518844,9772.6187970316,10004.0443764454
Latin America and the Caribbean,LCR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,293.6649607397,287.6226251152,280.3410693659,255.4862871355,250.5605963532,264.7837378824,280.0404695073,300.8368401059,299.5423036389,295.2675831758,298.7981265705,299.2381765905,256.7280083569,252.7518845305,228.5763887438,253.779921329,263.6155668878,272.0249603484,266.874993829,262.8075554599,292.1901010621,273.1774410876,287.960820683,315.1711103736,358.8436458882,409.8962741814,466.9381917057,561.1414912262,676.1704703587,653.8745576491,713.3679397639,786.3359046536,815.1526562088,863.191199674
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,93.7322718715,94.8017811716,100.4585183624,116.8756388225,98.4483861731,111.3695463438,119.5164565333,117.898013337,119.6017970377,130.3624563285,132.5484215694,138.0654600077,131.5018366053,156.6397400062,192.8490757108,236.7290970561,192.2910587598,209.7345077943,245.3254048259,266.6396637939,283.0845883127,274.5140382311,270.0214271772,246.8116085397,235.6440668898,240.1759431897,253.5415503004,262.1029838411,275.8219356304,269.8885480224,280.9335495777,277.096997019,248.1150473001,238.645044674,215.8365557718,241.4227298924,263.2380461883,267.1892352318,267.1263437934,259.9889746774,280.6693489315,258.3087194,264.4333545959,283.4419411605,310.3811958011,339.063230384,363.5412674114,418.0520488358,484.9692191293,506.8467654387,537.6554227259,584.8824193999,634.8753142682,676.8918618037
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,4236.7798727486,4827.8467198998,5639.8810502143,7354.3504129132,8439.8042954367,10513.7217889362,11388.8386737162,12415.8527826482,17502.3872585421,19773.3755345636,20669.4985029427,19512.9032892283,19691.3615647138,19576.4983686398,18609.386525104,19409.1350546087,28316.6060016968,37876.3618850764,41359.8800604352,39430.4954032172,49452.3882829421,50977.5585687669,55271.6392380041,55892.4842250771,64140.1539502974,78786.8138364249,80033.6562770511,72372.0191568998,76944.7537363828,81530.967719079,75057.8851631902,74437.6567222326,79495.517130623,89944.741849272,100286.667462236,105306.74662665,113873.924970654,130348.559063193,138536.757763327,134617.379609051,,,,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,143.4549241524,143.0312874796,139.6734290676,117.3112562477,121.2364235578,152.1246262747,153.1139599821,158.8878937517,150.1981713299,160.4265604381,183.5121134917,186.7067454955,198.5799197892,219.6642731648,269.0896165436,280.9201352628,261.8152553264,294.3989085399,192.6133795985,232.4911161029,272.9112293739,297.4233283387,313.8171240339,335.2087502217,387.3277474055,377.380442622,397.1730987712,408.1211213318,420.4091560494,415.2907984412,472.0864633112,521.2464574959,556.812328467,585.8936663131,654.944061753,718.4438443414,757.9482098194,812.7924836135,840.8737674174,821.5964533929,854.9267251553,837.6988035218,903.8964048532,984.8101724934,1063.1605835502,1242.4043496628,1423.4772153548,1614.4111100512,2013.9110881406,2057.1136721487,2400.0155749726,2835.6899673117,2921.7363452544,3279.8913897261
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,99.7610428295,103.7487135276,104.1106732285,113.6786854884,126.5880235522,132.8352306667,115.4886687672,120.0085429016,125.9990057347,137.3868516065,148.4032238494,151.0479806217,159.9213972546,185.7614361332,230.8755920339,244.6827722166,269.4864133971,302.6948863837,329.6540490812,365.3415711125,443.5840808212,459.0506961248,452.8239045156,433.1227991086,418.2721403407,427.5002904872,434.8544145775,468.0506037786,479.3133149561,475.7786732329,498.2998305533,469.1010745194,481.3327942205,473.1112988971,504.7233567596,555.6869892358,595.0645882842,603.3360795693,532.5252221216,570.5809730394,593.7994320659,590.0130591797,623.5374308159,702.835487059,792.8433842285,900.1001282312,1053.7560599465,1281.3151155029,1403.2908755226,1414.0394800478,1755.4366382333,1956.0690410254,1995.2712550654,2044.0019252273
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,134.5555637019,127.8310092939,131.1597189066,137.707276549,149.6846341696,161.5210458423,162.9170793852,163.2780709795,168.5775230094,183.9135976176,196.2990365371,206.3066414676,225.3587047899,278.4306918571,345.3951474626,373.3910589506,394.6484877589,434.9579087038,463.4511481937,536.5065320698,611.45786931,650.7301208832,631.6794333061,605.5257378579,600.3006840876,619.5121353621,635.5306997631,640.0296602439,677.2210773583,706.5532089773,764.8282361964,762.1596655151,796.6264841502,845.914517545,928.7527780683,1029.1868607769,1110.2836521763,1158.2239056673,1129.6299401114,1100.2679073571,1173.0514218466,1158.5919871132,1154.3127086406,1277.0947759101,1476.8541976829,1719.7826387993,1996.4903094877,2427.7701991337,2856.0434660654,2812.9252373184,3365.3490330392,3855.8959252539,4014.9947483378,4208.1337185281
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,40.6148682211,41.2119620184,47.465141877,52.3631102663,56.7356757051,58.8051639591,59.5753206169,61.0336614433,62.0122089259,65.2303488544,66.5930137676,72.5947250479,75.2504292633,110.3689038873,134.3906155764,130.1542484955,125.3507076734,159.9183014337,214.775060865,227.6966618562,330.076252109,323.8427376839,237.9422384347,252.6580240707,210.6687049678,168.7364407346,194.3592991802,242.9515413481,278.2245229584,287.5576088405,340.887124252,373.9590416968,433.96817885,426.1096891216,437.675261573,489.8393914274,458.5987111028,477.2305058077,449.8344165817,435.712041683,415.4672157117,377.4677707737,348.3464320413,510.4294814937,645.4934642165,710.5483628188,736.3600430017,816.8001863474,826.8271068367,858.7345934378,1083.0120650991,1225.5892378017,1134.850210352,1074.8486181929
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.3075623663,2777.1736244515,2314.0668171004,2016.1222165755,1902.7516963528,2178.196091206,2339.6739183249,2833.0942282771,3170.7524601115,3113.1197722742,3267.3474426324,3503.2735798881,4113.7593726465,5448.7699175946,6709.7398113048,7851.0421046418,9249.9092962003,12170.3521656783,14832.6881505581,11713.8999970367,11852.1696016454,14227.6855383745,14172.2812261274,15537.918939605
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2242.0158166161,2222.3663663628,2311.7988489362,2441.0385553001,2755.6331165328,2780.0927188658,2900.4332184398,2909.6606293686,3175.3673688269,3658.9006829689,4260.9911538651,4397.1722322215,5439.434271752,7383.0295554283,8889.4491863273,8626.3125294514,9408.8937663777,10395.9594228338,12922.0505483937,15073.2928202437,16388.6429329566,13717.8745588153,12482.4614923959,12267.3857923907,12022.4236497196,12374.3903846176,17993.4451463591,22250.001617706,25002.002639204,26388.6625782725,33177.0549472523,35439.2484251255,39229.8205349403,39721.4107737442,43554.5968762407,50592.5277393933,49681.0986648863,44139.7876259657,45565.1579010337,49213.9670934467,46453.2457786449,45743.4301771101,50582.8285433188,64531.9894444048,74388.7086269173,80925.2199910031,90015.5466164131,106919.604558542,112028.574873759,99281.718688311,102678.797906459,111913.184416741,103858.880809645,111161.687743486
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.1557327059,2572.8965027836,2883.5565613768,2796.3126599864,2549.0329341735,1854.4108574766,1743.0674138712,2007.6845353689,2106.8820093678,2273.0110598754,2521.0069090765,2745.6039480361,3048.9769312218,3308.5123547091,3556.8862100623,4032.0720915823,4889.279990527,6080.7899640376,7165.3776986083,8986.4013759806,13073.3809967393,15463.6602764616,12082.0636849112,11446.5081773717,13827.3602570148,13946.9658871232,15375.4456438226
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,3915.5710670304,3741.9321954359,4169.2288037425,4125.5302474514,4450.0632801469,5537.6005765865,6212.5624374852,7113.4650941322,8312.1756735294,9377.7981515837,12125.9872861875,13713.3919110155,14979.0726262132,16465.1124732486,16357.4003046856,16199.1522110976,14771.5567621452,13907.5915857383,14127.5666726526,14870.0499638043,15778.5126975323,17586.3770181696,22371.6136780035,25189.7793561308,30363.6237286657,36606.7826713872,40847.0524921596,40859.9871804445,53045.8790315006,67062.4531812411,77196.1387901305,91376.0225367419
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,164.8011140103,159.2127035966,181.9528946326,197.863375567,203.0217654801,208.4618292008,198.2191407515,204.6516653328,214.3594774092,233.5987367591,247.3747022993,266.5719684521,304.1043088841,366.572424552,441.5229000139,505.894229754,527.7799714765,594.7171691063,695.9331287572,816.942688978,943.4190871685,747.7180775336,736.7276624696,650.152018366,580.8328283388,573.0023696335,740.1534658455,799.2166031929,927.152800808,935.535650581,1037.3184580092,1098.0086245901,1102.7116206407,1021.4363000308,1138.1582439553,1217.8136909614,1332.417470476,1197.6272915415,1414.6396930913,1386.2120215425,1275.88034552,1285.4474295202,1362.5324493126,1662.7071858076,1881.9647212027,1948.2019973871,2128.0746879574,2416.2635490869,2827.2878029423,2861.0270670081,2822.7337391485,3044.1078875843,2902.3299575528,3108.6473037993
Mexico and Central America,MCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,12479.7252607401,13812.1359060263,16732.9258788308,21421.9646120756,22707.4560380278,28249.7914457976,28813.1308308869,31432.8694404664,38355.2762166492,45845.1098277337,51526.6206408108,44364.6613479079,41377.8664366944,38883.613816459,36379.1455513374,37552.055643001,52162.2689423643,63049.6621501098,68427.206617505,68574.2452564678,84289.5595438943,83727.0488033757,91651.0499568933,85421.7258336278,89415.8281214554,101963.222110443,101315.707697008,90909.1028670077,93110.9810218226,91398.311296276,82537.4464694446,82537.2638807502,88995.5906708296,108862.794246025,123263.613161822,126599.403276628,135688.799880639,170632.956214847,193892.32225785,153042.349597976,145229.837901573,163025.859027458,,
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.093095246,835.0154101762,625.3015385996,640.1654315476,460.8322557511,476.9926779569,462.1720150455,528.1777734633,448.8413622198,321.0267964814,354.0012789752,407.7302431871,458.6778168363,548.2896866905,720.9409320721,831.1591092386,950.698884749,1230.8098110641,1695.9728111438,1525.5261188276,1631.5358317953,1970.8400028645,2046.5367866511,2229.623304484
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,131.9930879487,133.8462233936,138.1154366982,138.4002536528,142.6533297475,144.4846300804,152.1215707259,157.5089598363,165.5252096926,165.0493941422,169.0706629668,177.432718002,192.9684658492,231.120243338,260.5214115204,301.3625217874,279.7364537959,293.7065638057,322.8669435045,407.097200307,462.142857986,400.1637012255,382.4222397868,371.1104102267,302.5923394347,286.3297622945,317.436873884,242.8775091628,224.5414738009,222.930553217,266.8922555681,222.9855792024,246.614824033,266.5990563379,228.3049882925,234.8927709595,287.7713966699,247.4504621755,252.7817884033,243.5667860356,246.2826409659,278.9874499298,262.7418197521,317.4220316919,245.6704529354,275.4767075821,292.9565189613,379.0664996458,472.3793997517,417.1785259839,412.9590520923,454.5417973073,443.2018479439,470.9540374408
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,275.172867097,280.8336748233,290.4269767504,338.1562274306,617.9205030065,692.7989276197,746.9553617974,718.8785499037,830.2989991723,904.5092855,996.432880888,1101.3920909473,1250.1079971824,1379.7579837241,1487.2451662991,1628.7590266784,1796.7929655525,1982.5611504271,2061.6491018919,2203.127830407,2289.0874024653,2888.303106119,2929.3064107417,3302.8076449205,3677.2208754824,3335.1949999393,4304.0561580678,5002.5420489401,6027.3242709396,6208.5955104442,6552.4844906612,6515.7370263278,6243.8447462552,6665.7676948157
Middle East & North Africa (all income levels),MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,299.1390320135,325.9774180279,350.7133721717,399.2933638933,476.8465062255,627.8464613462,1104.9594238787,1171.1866721455,1410.8316491498,1587.7177670779,1630.7367686412,2043.4031446457,2536.3129219287,2633.1556248551,2508.7454475633,2455.7211427393,2388.2668116925,2344.4992265531,2328.054301477,2048.5292337766,1944.7571700525,1951.3857844452,2105.6099909357,2055.8597093488,2201.4664721298,2170.2454908676,2209.2229837366,2437.9854616196,2695.5800842768,2747.9734462675,2635.3732296164,2749.0821085923,3020.7182032328,2959.7861009984,2902.8019022768,3192.2346717314,3651.5532259207,4298.8688492528,4956.4107184097,5738.6767557961,7095.7585189517,6190.3343565998,7086.1776796211,8304.3174016578,8754.3652286139,8482.8699844634
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,337.5694521874,354.3868977751,369.1352770976,397.9025126241,456.8517200598,481.4794909424,520.2092959788,550.2258239927,589.7779271477,633.0844767231,670.7484507266,717.0582054891,801.090097552,950.4039624805,1200.9833540595,1426.1271868754,1402.2562647603,1253.8179109656,1529.8173553165,1957.9342927733,2762.5942006094,3477.4187958236,2366.2617787695,1988.0644207422,2300.3224503967,2369.3122471728,1630.0193426014,1731.667932717,2216.29503823,2644.1976026434,3052.0321733399,3577.8081613128,4050.9994549051,5498.5463951256,5637.2661918115,3603.9756883872,4088.4554586635,4855.6294760678,4986.2526588044,5663.3885119427,6581.5369324992,6879.6698073496,6948.4076177329,6601.0420648057,7042.0247834044,7823.8254978772,8622.5868875312,9190.4924121099,9559.8144772649,7690.1905068523,8920.6890162414,9802.8943526066,9817.8374889029,10307.283036092
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,972.5662329519,1047.519049619,1196.4178249033,1234.555746985,1144.6496582668,1392.6572643833,1494.3295055519,1604.2484624288,1589.0249492502,1659.11205074,1701.8419587055,1844.0524887611,1987.1533605051,2136.7617691836,2356.5268522148,2156.8963169057,2056.0014959484,2093.5647315701,2073.4866952011,2126.8328715447,2206.6561156161,2391.347403336,2434.7613057999,2517.6933890159,2642.3762490213,2752.3237687598,2871.3138532061,2920.19835677,2895.64162667,3112.8404669261,3251.7382607867,3291.7895538008,3324.8470570354
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,141.0097329863,133.3798533601,136.5197547301,142.1808863469,157.4597622017,169.4013130414,170.1726566266,170.7573136876,176.5311418585,192.6191968966,206.2401839369,216.8715559801,238.7577748235,295.5494395924,366.79269493,393.8871820311,421.9259072334,465.3699320999,493.9101852045,573.6255415228,656.0138351831,701.1081418912,680.4360496122,653.7892766395,649.4061990486,670.8304804586,687.7340246399,692.1800199887,732.940903895,767.138991291,832.2191075315,830.2985608192,873.6002528818,931.584050502,1029.5733830583,1141.8126213608,1232.6533500438,1288.0483179372,1256.6121038488,1225.1703591883,1307.0878310823,1294.8609661038,1290.5562827901,1430.6820192033,1658.7350634683,1936.8675133696,2255.2666350691,2749.0184580484,3238.7199104368,3189.391928988,3830.5018408217,4399.1816724701,4583.1282731805,4808.4857422828
