Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
KH,CAMBODIA,Cambodia,the Kingdom of Cambodia,KHM,116,,Yes,,Officially assigned
