#,Chapter,Role,Name (Country)
6,Ocean Systems Supplementary Material,Coordinating Lead Author,Hans-O. Pörtner (Germany)
6,Ocean Systems Supplementary Material,Coordinating Lead Author,David M. Karl (USA)
,,,
6,Ocean Systems Supplementary Material,Lead Author,Phil W. Boyd (New Zealand/Australia)
6,Ocean Systems Supplementary Material,Lead Author,William W.L. Cheung (Canada)
6,Ocean Systems Supplementary Material,Lead Author,Salvador E. Lluch-Cota (Mexico)
6,Ocean Systems Supplementary Material,Lead Author,Yukihiro Nojiri (Japan)
6,Ocean Systems Supplementary Material,Lead Author,Daniela N. Schmidt (UK)
6,Ocean Systems Supplementary Material,Lead Author,Peter O. Zavialov (Russian Federation)
,,,
6,Ocean Systems Supplementary Material,Contributing Author,Jürgen Alheit (Germany)
6,Ocean Systems Supplementary Material,Contributing Author,Javier Aristegui (Spain)
6,Ocean Systems Supplementary Material,Contributing Author,Claire Armstrong (Norway)
6,Ocean Systems Supplementary Material,Contributing Author,Gregory Beaugrand (France)
6,Ocean Systems Supplementary Material,Contributing Author,Vsevolod Belkovich (Russian Federation)
6,Ocean Systems Supplementary Material,Contributing Author,Chris Bowler (France)
6,Ocean Systems Supplementary Material,Contributing Author,Peter Brewer (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Matthew Church (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Sarah R. Cooley (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Pablo del Monte-Luna (Mexico)
6,Ocean Systems Supplementary Material,Contributing Author,Martin Edwards (UK)
6,Ocean Systems Supplementary Material,Contributing Author,Mikhail Flint (Russian Federation)
6,Ocean Systems Supplementary Material,Contributing Author,Michael J. Follows (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Thomas Frölicher (Switzerland)
6,Ocean Systems Supplementary Material,Contributing Author,Elizabeth A. Fulton (Australia)
6,Ocean Systems Supplementary Material,Contributing Author,Jean-Pierre Gattuso (France)
6,Ocean Systems Supplementary Material,Contributing Author,Ove Hoegh-Guldberg (Australia)
6,Ocean Systems Supplementary Material,Contributing Author,Eileen E. Hofmann (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Andrew H. Knoll (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Lisa A. Levin (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Lena Menzel (Germany)
6,Ocean Systems Supplementary Material,Contributing Author,Coleen L. Moloney (South Africa)
6,Ocean Systems Supplementary Material,Contributing Author,R. Ian Perry (Canada)
6,Ocean Systems Supplementary Material,Contributing Author,Elvira S. Poloczanska (Australia)
6,Ocean Systems Supplementary Material,Contributing Author,J. Murray Roberts (UK)
6,Ocean Systems Supplementary Material,Contributing Author,Björn Rost (Germany)
6,Ocean Systems Supplementary Material,Contributing Author,Jorge L. Sarmiento (USA)
6,Ocean Systems Supplementary Material,Contributing Author,Jan Sedláček (Switzerland)
6,Ocean Systems Supplementary Material,Contributing Author,Daniela Storch (Germany)
6,Ocean Systems Supplementary Material,Contributing Author,Christian Wiencke (Germany)
6,Ocean Systems Supplementary Material,Contributing Author,Astrid C. Wittman (Germany)
,,,
6,Ocean Systems Supplementary Material,Review Editor,Kenneth F. Drinkwater (Norway)
6,Ocean Systems Supplementary Material,Review Editor,Alexander Polonsky (Ukraine)
,,,
6,Ocean Systems Supplementary Material,Volunteer Chapter Scientist,Lena Menzel (Germany)
6,Ocean Systems Supplementary Material,Volunteer Chapter Scientist,Astrid C. Wittman (Germany)
