#,Chapter,Role,Name (Country)
28,Polar Regions,Coordinating Lead Author,Joan Nymand Larsen (Iceland)
28,Polar Regions,Coordinating Lead Author,Oleg A. Anisimov (Russian Federation)
,,,
28,Polar Regions,Lead Author,Andrew Constable (Australia)
28,Polar Regions,Lead Author,Anne B. Hollowed (USA)
28,Polar Regions,Lead Author,Nancy Maynard (USA)
28,Polar Regions,Lead Author,Pål Prestrud (Norway)
28,Polar Regions,Lead Author,Terry D. Prowse (Canada)
28,Polar Regions,Lead Author,John M.R. Stone (Canada)
,,,
28,Polar Regions,Contributing Author,Terry V. Callaghan (UK)
28,Polar Regions,Contributing Author,Mark Carey (USA)
28,Polar Regions,Contributing Author,Peter Convey (UK)
28,Polar Regions,Contributing Author,Andrew Derocher (Canada)
28,Polar Regions,Contributing Author,Bruce C. Forbes (Finland)
28,Polar Regions,Contributing Author,Peter T. Fretwell (UK)
28,Polar Regions,Contributing Author,Solveig Glomsrød (Norway)
28,Polar Regions,Contributing Author,Dominic Hodgson (UK)
28,Polar Regions,Contributing Author,Eileen Hofmann (USA)
28,Polar Regions,Contributing Author,Grete K. Hovelsrud (Norway)
28,Polar Regions,Contributing Author,Gita L. Ljubicic (Canada)
28,Polar Regions,Contributing Author,Harald Loeng (Norway)
28,Polar Regions,Contributing Author,Eugene Murphy (UK)
28,Polar Regions,Contributing Author,Steve Nicol (Australia)
28,Polar Regions,Contributing Author,Anders Oskal (Norway)
28,Polar Regions,Contributing Author,James D. Reist (Canada)
28,Polar Regions,Contributing Author,Phil Trathan (UK)
28,Polar Regions,Contributing Author,Barbara Weinecke (Australia)
28,Polar Regions,Contributing Author,Fred Wrona (Canada)
,,,
28,Polar Regions,Review Editor,Maria Ananicheva (Russian Federation)
28,Polar Regions,Review Editor,F. Stuart Chapin III (USA)
,,,
28,Polar Regions,Volunteer Chapter Scientist,Vasily Kokorev (Russian Federation)
