Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
FI,FINLAND,Finland,the Republic of Finland,FIN,246,,Yes,Åland Islands,Officially assigned,Includes: Åland Islands.
