Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
ZA,SOUTH AFRICA,South Africa,the Republic of South Africa,ZAF,710,,Yes,"Marion Island, Prince Edward Island ",Officially assigned,"Includes: Marion Island, Prince Edward Island."
