Name,Institution,Country
"ACHUTARAO, Krishna Mirle",Lawrence Livermore National Laboratory,USA
"ADLER, Robert F.",National Aeronautics and Space Administration (NASA),USA
"ALEXANDER, Lisa",Met Office,United Kingdom
"ALEXANDERSSON, Hans",Swedish Meteorological and Hydrological Institute,Sweden
"ALLAN, Richard",University of Reading,United Kingdom
"ALLEN, Myles R.",University of Oxford,United Kingdom
"ALLEY, Richard B.",Pennsylvania State University,USA
"ALLISON, Ian",Australian Antarctic Division,Australia
"AMBENJIE, Peter",Kenya Meteorological Department,Kenya
"AMMANN, Caspar",National Center for Atmospheric Research (NCAR),USA
"ANDRONOVA, Natalia",University of Michigan,USA
"ANNAN, James",Frontier Research Center for Global Change,Japan
"ANTONOV, John",National Oceanographic and Atmospheric Administration (NOAA),USA
"ARBLASTER, Julie",National Center for Atmospheric Research (NCAR),USA
"ARCHER, David",University of Chicago,USA
"ARORA, Vivek",Environment Canada,Canada
"ARRITT, Raymond",Iowa State University,USA
"ARTALE, Vincenzo",Italian National Agency for New Technologies Energy and the Environment (ENEA),Italy
"ARTAXO, Paulo",University of Sao Paulo,Brazil
"AUER, Ingeborg",Central Institute for Meteorology and Geodynamics,Austria
"AUSTIN, John",National Oceanographic and Atmospheric Administration (NOAA),USA
"BAEDE, Alphonsus",Royal Netherlands Meteorological Institute (KNMI),The Netherlands
"BAKER, David",National Center for Atmospheric Research (NCAR),USA
"BALDWIN, Mark P.",Northwest Research Associates,USA
"BARNOLA, Jean-Marc",Laboratoire de Glaciologie et Géophysique de l'Environnement (LGGE),France
"BARRY, Roger G.",University of Colorado,USA
"BATES, Nicholas R.",Bermuda Institute of Ocean Sciences,Bermuda
"BAUER, Eva",Potsdam Institute for Climate Impact Research,Germany
"BENESTAD, Rasmus",Norwegian Meteorological Institute,Norway
"BENISTON, Martin",University of Geneva,Switzerland
"BERGER, André",Université Catholique de Louvain,Belgium
"BERNTSEN, Terje",Center for International Climate and Environment (CICERO),Norway
"BERRY, Joseph A.",Carnegie Institute of Washington,USA
"BETTS, Richard A.",Met Office,United Kingdom
"BIERCAMP, Joachim",Deutsches Klimarechenzentrum,Germany
"BINDOFF, Nathaniel L.",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"BITZ, Cecilia M.",University of Washington,USA
"BLATTER, Heinz",ETH Zurich,Switzerland
"BODEKER, Greg",National Institute of Water and Atmospheric Research,New Zealand
"BOJARIU, Roxana",National Institute of Meteorology and Hydrology (NIMH),Romania
"BONAN, Gordon B.",National Center for Atmospheric Research (NCAR),USA
"BONFILS, Céline",Univerity of California Merced,USA
"BONY, Sandrine",Institut Pierre Simon Laplace (IPSL),France
"BOONE, Aaron",Météo-France,France
"BOONPRAGOB, Kansri",Ramkhamhaeng University,Thailand
"BOUCHER, Olivier",Met Office,United Kingdom
"BOUSQUET, Philippe",Institut Pierre Simon Laplace (IPSL),France
"BOX, Jason E.",Ohio State University,USA
"BOYER, Tim",National Oceanographic and Atmospheric Administration (NOAA),USA
"BRACONNOT, Pascale",Institut Pierre Simon Laplace (IPSL),France
"BRADY, Esther",National Center for Atmospheric Research (NCAR),USA
"BRASSEUR, Guy",National Center for Atmospheric Research (NCAR),USA
"BRETHERTON, Christopher",University of Washington,USA
"BRIFFA, Keith R.",University of East Anglia,United Kingdom
"BROCCOLI, Anthony J.",Rutgers University,USA
"BROCKMANN, Patrick",Institut Pierre Simon Laplace (IPSL),France
"BROMWICH, David H.",Ohio State University,USA
"BROVKIN, Victor",Potsdam Institute for Climate Impact Research,Germany
"BROWN, Ross D.",Environment Canada,Canada
"BUJA, Lawrence",National Center for Atmospheric Research (NCAR),USA
"BUSUIOC, Aristita",National Meteorological Administration,Romania
"CADULE, Patricia",Institut Pierre Simon Laplace (IPSL),France
"CAI, Wenju",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"CAMILLONI, Inés",Universidad de Buenos Aires,Argentina
"CANADELL, Josep",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"CARRASCO, Jorge",Centro de Estudios Cientificos (CECS),Chile
"CASSOU, Christophe",Centre National de la Recherche Scientifique (CNRS),France
"CAYA, Daniel",Consortium Ouranos,Canada
"CAYAN, Daniel R.",University of California San Diego,USA
"CAZENAVE, Anny",Laboratoire d'Etudes en Géophysique et Océanographie Spatiale (LEGOS),France
"CHAMBERS, Don",University of Texas-Austin,USA
"CHANDLER, Mark",Columbia University,USA
"CHANG, Edmund K.",State University of New York Stony Brook,USA
"CHAO, Ben",National Aeronautics and Space Administration (NASA),USA
"CHEN, A. Anthony",University of the West Indies,Jamaica
"CHEN, Zhenlin",China Meteorological Administration,China
"CHIDTHAISONG, Amnat",King Mongkut's University of Technology,Thailand
"CHRISTENSEN, Jens Hesselbjerg Krishna",Danish Meteorological Institute,Denmark
"CHRISTIAN, James",Fisheries and Oceans Canada,Canada
"CHRISTY, John R.",University of Alabama Huntsville,USA
"CHURCH, John A.",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"CIAIS, Philippe",Institut Pierre Simon Laplace (IPSL),France
"CLARK, Deborah A.",University of Missouri-St. Louis,USA
"CLARKE, G.K.C.",University of British Columbia,Canada
"CLAUSSEN, Martin",Potsdam Institute for Climate Impact Research,Germany
"CLEMENT, Amy",University of Miami,USA
"COGLEY, J. Graham",Trent University,Canada
"COLE, Julia",University of Arizona,USA
"COLLIER, Mark",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"COLLINS, Matthew",Met Office,United Kingdom
"COLLINS, William D.",National Center for Atmospheric Research (NCAR),USA
"COLMAN, Robert",Bureau of Meteorology,Australia
"COMISO, Joey",National Aeronautics and Space Administration (NASA),USA
"CONWAY, Thomas J.",National Oceanographic and Atmospheric Administration (NOAA),USA
"COOK, Edward",Columbia University,USA
"CORTIJO, Elsa",Institut Pierre Simon Laplace (IPSL),France
"COVEY, Curt",Lawrence Livermore National Laboratory,USA
"COX, Peter M.",University of Exeter,United Kingdom
"CROOKS, Simon",University of Oxford,United Kingdom
"CUBASCH, Ulrich",Freie Universität Berlin,Germany
"CURRY, Ruth",Woods Hole Oceanographic Institution,USA
"DAI, Aiguo",National Center for Atmospheric Research (NCAR),USA
"DAMERIS, Martin",Deutsches Zentrum fur Luft und Raumfahrt,Germany
"DE ELIA, Ramon",Consortium Ouranos,Canada
"DELWORTH, Thomas L.",National Oceanographic and Atmospheric Administration (NOAA),USA
"DENMAN, Kenneth L.",Environment Canada,Canada
"DENTENER, Frank",European Commission Joint Research Centre,Italy
"DESER, Clara",National Center for Atmospheric Research (NCAR),USA
"DETHLOFF, Klaus",Alfred Wegener Institute for Polar and Marine Research,Germany
"DIANSKY, Nikolay A.",Institute of Numerical Mathematics,Russian Federation
"DICKINSON, Robert E.",Georgia Institute of Technology,USA
"DING, Yihui",China Meteorological Administration,China
"DIRMEYER, Paul",George Mason University,USA
"DIX, Martin",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"DIXON, Keith W.",National Oceanographic and Atmospheric Administration (NOAA),USA
"DLUGOKENCKY, E.",National Oceanographic and Atmospheric Administration (NOAA),USA
"DOKKEN, Trond",Bjerknes Centre for Climate Research,Norway
"DOTZEK, Nikolai",Deutsches Zentrum fur Luft und Raumfahrt,Germany
"DOUTRIAUX, Charles",Lawrence Livermore National Laboratory,USA
"DRANGE, Helge",Nansen Environmental and Remote Sensing Center,Norway
"DRIESSCHAERT, Emmanuelle",Université Catholique de Louvain,Belgium
"DUFRESNE, Jean-Louis",Institut Pierre Simon Laplace (IPSL),France
"DUPLESSY, Jean-Claude",Institut Pierre Simon Laplace (IPSL),France
"DYURGEROV, Mark",University of Colorado,USA
"EASTERLING, David",National Oceanographic and Atmospheric Administration (NOAA),USA
"EBY, Michael",University of Victoria,Canada
"EDWARDS, Neil R.",Open University,United Kingdom
"ELKINS, James W.",National Oceanographic and Atmospheric Administration (NOAA),USA
"EMERSON, Steven",University of Washington,USA
"EMORI, Seita",National Institute for Environmental Studies,Japan
"ETHERIDGE, David",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"EYRING, Veronika",Deutsches Zentrum fur Luft und Raumfahrt,Germany
"FAHEY, David W.",National Oceanographic and Atmospheric Administration (NOAA),USA
"FASULLO, John",National Center for Atmospheric Research (NCAR),USA
"FEDDEMA, Johannes",University of Kansas,USA
"FEELY, Richard",National Oceanographic and Atmospheric Administration (NOAA),USA
"FEICHTER, Johann",Max-Planck Institute for Meteorology,Germany
"FICHEFET, Thierry",Université Catholique de Louvain,Belgium
"FITZHARRIS, B. Blair",University of Otago,New Zealand
"FLATO, Gregory",Environment Canada,Canada
"FLEITMANN, Dominik",University of Bern,Switzerland
"FLEMING, James Rodger",Colby College,USA
"FOGT, Ryan",Ohio State University,USA
"FOLLAND, Christopher K.",Met Office,United Kingdom
"FOREST, Chris",Massachusetts Institute of Technology,USA
"FORSTER, Piers",University of Leeds,United Kingdom
"FOUKAL, Peter",Heliophysics Inc.,USA
"FRASER, Paul",Commonwealth Scientific and Industrial Research Organization (CSIRO),Australia
"FRAUENFELD, Oliver",National Snow and Ice Data Center,USA
"FREE, Melissa",National Oceanographic and Atmospheric Administration (NOAA),USA
"FREI, Allan",Hunter College,USA
"FREI, Christoph",Federal Office of Meteorology and Climatology Meteo-Swiss,Switzerland
"FRICKER, Helen",University of California San Diego,USA
"FRIEDLINGSTEIN, Pierre",Institut Pierre Simon Laplace (IPSL),France
"FU, Congbin",Chinese Academy of Sciences,China
"FUJII, Yoshiyuki",National Institute of Polar Research,Japan
"FUNG, Inez",University of California Berkeley,USA
"FURRER, Reinhard",Colorado School of Mines,USA
"FUZZI, Sandro",National Research Council,Italy
"FYFE, John",Environment Canada,Canada
"GANOPOLSKI, Andrey",Potsdam Institute for Climate Impact Research,Germany
"GAO, Xuejie",China Meteorological Administration,China
"GARCIA, Hernan",National Oceanographic and Atmospheric Administration (NOAA),USA
"GARCÍA-HERRERA, Ricardo",Universidad Complutense de Madrid,Spain
"GAYE, Amadou Thierno",Laboratory of Atmospheric Physics,Senegal
"GELLER, Marvin",State University of New York Stony Brook,USA
"GENT, Peter",National Center for Atmospheric Research (NCAR),USA
"GERDES, Rudiger",Alfred Wegener Institute for Polar and Marine Research,Germany
"GILLETT, Nathan P.",University of East Anglia,United Kingdom
"GIORGI, Filippo",Abdus Salam International Centre for Theoretical Physics,Italy
"GLEASON, Byron",National Oceanographic and Atmospheric Administration (NOAA),USA
"GLECKLER, Peter",Lawrence Livermore National Laboratory,USA
"GONG, Sunling",Environment Canada,Canada
"GONZALEZ-DAVILA, Melchor",University of Las Palmas de Gran Canaria,Spain
"GONZALEZ-ROUCO, Jesus Fidel",Universidad Complutense de Madrid,Spain
"GOOSSE, Hugues",Université Catholique de Louvain,Belgium
"GRAHAM, Richard",Met Office,United Kingdom
"GREGORY, Jonathan M.",University of Reading,United Kingdom
"GRIESER, Jurgen",Deutscher Wetterdienst,Germany
"GRIGGS, David J.",Met Office,United Kingdom
"GRUBER, Nicolas",University of California Los Angeles,USA
"GUDGEL, Richard",National Oceanographic and Atmospheric Administration (NOAA),USA
"GUDMUNDSSON, G. Hilmar",British Antarctic Survey,United Kingdom
"GUENTHER, Alex",National Center for Atmospheric Research (NCAR),USA
"GULEV, Sergey",P.P. Shirshov Institute of Oceanography,Russian Federation
"GUO, Zhengteng",Chinese Academy of Sciences,China
"GURNEY, Kevin",Purdue University,USA
"GUTOWSKI, William",Iowa State University,USA
"HAAS, Christian",Alfred Wegener Institute for Polar and Marine Research,Germany
"HABIBI NOKHANDAN, Majid",National Center for Climatology,Iran
"HAGEN, Jon Ove",University of Oslo,Norway
"HAIGH, Joanna",Imperial College London,United Kingdom
