#,Chapter,Role,Name (Country)
29,Small Islands,Coordinating Lead Author,Roger McLean (Australia)
29,Small Islands,Coordinating Lead Author,Leonard Nurse (Barbados)
,,,
29,Small Islands,Lead Author,John Agard (Trinidad and Tobago)
29,Small Islands,Lead Author,Lino Pascal Briguglio (Malta)
29,Small Islands,Lead Author,Virginie Duvat (France)
29,Small Islands,Lead Author,Netatua Pelesikoti (Tonga)
29,Small Islands,Lead Author,Emma Tompkins (United Kingdom)
29,Small Islands,Lead Author,Arthur Webb (Fiji)
,,,
29,Small Islands,Review Editor,Thomas  Spencer (United Kingdom)
29,Small Islands,Review Editor,Kazuya Yasuhara (Japan)
,,,
29,Small Islands,Volunteer Chapter Scientist,Veronique Morin (Canada)
,,,
29,Small Islands,Contributing Author,John Richard Campbell (New Zealand)
29,Small Islands,Contributing Author,Dave Chadee (Trinidad and Tobago)
29,Small Islands,Contributing Author,Shobha Maharaj (Trinidad and Tobago)
29,Small Islands,Contributing Author,Veronique Morin (Canada)
29,Small Islands,Contributing Author,Rolph Payet (Seychelles)
29,Small Islands,Contributing Author,Daniel Scott (Canada)
29,Small Islands,Contributing Author,Geert Jan van Oldenborgh (Netherlands)
