Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
FJ,FIJI,Fiji,the Republic of Fiji,FJI,242,,Yes,"Rotuma Island, Vanua Levu, Viti Levu",Officially assigned,"Principal islands: Vanua Levu, Viti Levu. Includes Rotuma Island."
