#,Chapter,Role,Name (Country)
13,International Cooperation: Agreements and Instruments,Coordinating Lead Author,Robert Stavins (USA)
13,International Cooperation: Agreements and Instruments,Coordinating Lead Author,Zou Ji (China)
,,,
13,International Cooperation: Agreements and Instruments,Lead Author,Thomas Brewer (USA)
13,International Cooperation: Agreements and Instruments,Lead Author,Mariana Conte Grand (Argentina)
13,International Cooperation: Agreements and Instruments,Lead Author,Michel den Elzen (Netherlands)
13,International Cooperation: Agreements and Instruments,Lead Author,Michael Finus (Germany/UK)
13,International Cooperation: Agreements and Instruments,Lead Author,Joyeeta Gupta (Netherlands)
13,International Cooperation: Agreements and Instruments,Lead Author,Niklas Höhne (Germany)
13,International Cooperation: Agreements and Instruments,Lead Author,Myung-Kyoon Lee (Republic of Korea)
13,International Cooperation: Agreements and Instruments,Lead Author,Axel Michaelowa (Germany/Switzerland)
13,International Cooperation: Agreements and Instruments,Lead Author,Matthew Paterson (Canada)
13,International Cooperation: Agreements and Instruments,Lead Author,Kilaparti Ramakrishna (Republic of Korea/USA)
13,International Cooperation: Agreements and Instruments,Lead Author,Gang Wen (China)
13,International Cooperation: Agreements and Instruments,Lead Author,Jonathan Wiener (USA)
13,International Cooperation: Agreements and Instruments,Lead Author,Harald Winkler (South Africa)
,,,
13,International Cooperation: Agreements and Instruments,Contributing Author,Daniel Bodansky (USA)
13,International Cooperation: Agreements and Instruments,Contributing Author,Gabriel Chan (USA)
13,International Cooperation: Agreements and Instruments,Contributing Author,Anita Engels (Germany)
13,International Cooperation: Agreements and Instruments,Contributing Author,Adam Jaffe (USA/New Zealand)
13,International Cooperation: Agreements and Instruments,Contributing Author,Michael Jakob (Germany)
13,International Cooperation: Agreements and Instruments,Contributing Author,T. Jayaraman (India)
13,International Cooperation: Agreements and Instruments,Contributing Author,Jorge Leiva (Chile)
13,International Cooperation: Agreements and Instruments,Contributing Author,Kai Lessmann (Germany)
13,International Cooperation: Agreements and Instruments,Contributing Author,Richard Newell (USA)
13,International Cooperation: Agreements and Instruments,Contributing Author,Sheila Olmstead (USA)
13,International Cooperation: Agreements and Instruments,Contributing Author,William Pizer (USA)
13,International Cooperation: Agreements and Instruments,Contributing Author,Robert Stowe (USA)
13,International Cooperation: Agreements and Instruments,Contributing Author,Marlene Vinluan (Philippines)
,,,
13,International Cooperation: Agreements and Instruments,Review Editor,Antonina Ivanova Boncheva (Mexico/Bulgaria)
13,International Cooperation: Agreements and Instruments,Review Editor,Jennifer Morgan (USA)
,,,
13,International Cooperation: Agreements and Instruments,Chapter Science Assistant,Gabriel Chan (USA)
