Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
TH,THAILAND,Thailand,the Kingdom of Thailand,THA,764,,Yes,,Officially assigned
