#,Chapter,Role,Name (Country)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Renato Spahni (Switzerland)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Benjamin Stocker (Switzerland)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Taro Takahashi (USA)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Rona L. Thompson (Norway)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Jerry Tjiputra (Norway)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Guido van der Werf (Netherlands)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Detlef van Vuuren (Netherlands)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Apostolos Voulgarakis (UK)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Rita Wania (Austria)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Sönke Zaehle (Germany)
6,Carbon and Other Biogeochemical Cycles,Contributing Author,Ning Zeng (USA)
