Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
AU,AUSTRALIA,Australia,,AUS,036,,Yes,"Ashmore and Cartier Islands , Coral Sea Islands , Lord Howe Island, Macquarie Island",Officially assigned,"Often referred to as the Commonwealth of Australia. Includes: Lord Howe Island, Macquarie Island; and also Ashmore and Cartier Islands, and Coral Sea Islands which are Australian external territories."
