Chapter,Role,Name,Country
Small Islands,Coordinating Lead Author,Nobuo Mimura,Japan
Small Islands,Coordinating Lead Author,Leonard Nurse,Barbados
,,,
Small Islands,Lead Author,John Agard,Trinidad and Tobago
Small Islands,Lead Author,Lino Briguglio,Malta
Small Islands,Lead Author,Penehuro Lefale,Samoa
Small Islands,Lead Author,Roger McLean,Australia
Small Islands,Lead Author,Rolph Payet,Seychelles
Small Islands,Lead Author,Roger Pulwarty,USA
Small Islands,Lead Author,Graham Sem,Samoa
Small Islands,Lead Author,Kiyoshi Takahashi,Japan
,,,
Small Islands,Contributing Author,Will Agricole,Seychelles
Small Islands,Contributing Author,Kristie L. Ebi,USA
Small Islands,Contributing Author,Donald L. Forbes,Canada
Small Islands,Contributing Author,John Hay,New Zealand
Small Islands,Contributing Author,Taito Nakalevu,Fiji
,,,
Small Islands,Review Editor,Guilian Cambers,Puerto Rico
Small Islands,Review Editor,Ulric Trotz,Belize
