Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 2,Remark part 3
TM,TURKMENISTAN,Turkmenistan,,TKM,795,,Yes,,Officially assigned,"Remark: By presidential decree No. 1146, 1993-01-21, the Roman alphabet is officially used for the Turkmen language.","Formerly part of USSR (SU, SUN, 810) before its split. See code element SUHH."
