Chapter,Title,Role,Name,Institution,Country
Chapter 27,Central and South America,Coordinating Lead Author,Graciela Odilia Magrin,Instituto Nacional de Tecnología Agropecuaria,Argentina
Chapter 27,Central and South America,Coordinating Lead Author,José Marengo,Centro de Ciências do Sistema Terrestre - Instituto Nacional de Pesquisas Espaciais,Brazil
,,,,,
Chapter 27,Central and South America,Lead Author,Jean-Philipe Boulanger,Institut de Recherche pour le Développement,France
Chapter 27,Central and South America,Lead Author,Marcos Buckeridge,University of Sao Paulo,Brazil
Chapter 27,Central and South America,Lead Author,Edwin Castellanos,Universidad del Valle de Guatemala,Guatemala
Chapter 27,Central and South America,Lead Author,Germán Poveda,Universidad Nacional de Colombia,Colombia
Chapter 27,Central and South America,Lead Author,Fabio R. Scarano,Conservation International / Universidade Federal do Rio de Janeiro,Brazil
Chapter 27,Central and South America,Lead Author,Sebastián Vicuña,Pontificia Universidad Catolica de Chile,Chile
,,,,,
Chapter 27,Central and South America,Review Editor,Leonidas Osvaldo Girardin,Fundación Bariloche,Argentina
Chapter 27,Central and South America,Review Editor,Jean Ometto,National Institute for Space Research,Brazil
,,,,,
Chapter 27,Central and South America,Volunteer Chapter Scientist,Nina Becker,Helmholtz Centre for Environmental Research-UFZ / Overseas Development Institute (ODI),Germany
,,,,,
Chapter 27,Central and South America,Contributing Author,Eric Alfaro,,Costa Rica
Chapter 27,Central and South America,Contributing Author,Fabien Anthelme,,France
Chapter 27,Central and South America,Contributing Author,Jonathan Barton,,United Kingdom
Chapter 27,Central and South America,Contributing Author,Nina Becker,,Germany
Chapter 27,Central and South America,Contributing Author,Arnaud Bertrand,,France
Chapter 27,Central and South America,Contributing Author,Ulisses E. C. Confalonieri,,Brazil
Chapter 27,Central and South America,Contributing Author,Amanda Pereira de Souza,,Brazil
Chapter 27,Central and South America,Contributing Author,Carlos de Miguel,,Spain
Chapter 27,Central and South America,Contributing Author,Bernard Francou,,France
Chapter 27,Central and South America,Contributing Author,Rene Garreaud,,Chile
Chapter 27,Central and South America,Contributing Author,Iñigo J. Losada,,Spain
Chapter 27,Central and South America,Contributing Author,Melanie McField,,United States
Chapter 27,Central and South America,Contributing Author,Carlos Nobre,,Brazil
Chapter 27,Central and South America,Contributing Author,Patricia Romero-Lankao,,Mexico
Chapter 27,Central and South America,Contributing Author,Paulo Saldiva,,Brazil
Chapter 27,Central and South America,Contributing Author,Jose Luis Samaniego,,Mexico
Chapter 27,Central and South America,Contributing Author,María Isabel Travasso,,Argentina
Chapter 27,Central and South America,Contributing Author,Ernesto Viglizzo,,Argentina
Chapter 27,Central and South America,Contributing Author,Alicia Villamizar,,Venezuela
