Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
TN,TUNISIA,Tunisia,the Republic of Tunisia,TUN,788,,Yes,,Officially assigned
