#,Chapter,Role,Name (Country)
03,Freshwater resources,Coordinating Lead Author,Blanca E. Jiménez Cisneros (Mexico)
03,Freshwater resources,Coordinating Lead Author,Taikan Oki (Japan)
,,,
03,Freshwater resources,Lead Author,Nigel Arnell (United Kingdom)
03,Freshwater resources,Lead Author,Gerardo Benito (Spain)
03,Freshwater resources,Lead Author,J. Graham Cogley (Canada)
03,Freshwater resources,Lead Author,Petra Döll (Germany)
03,Freshwater resources,Lead Author,Tong Jiang (China)
03,Freshwater resources,Lead Author,Shadrack S. Mwakalila (United Republic of Tanzania)
,,,
03,Freshwater resources,Review Editor,Zbigniew Kundzewicz (Poland)
,,,
03,Freshwater resources,Volunteer Chapter Scientist,Asako Nishijima (Japan)
,,,
03,Freshwater resources,Contributing Author,Thomas Fischer (Germany)
03,Freshwater resources,Contributing Author,Dieter Gerten (Germany)
03,Freshwater resources,Contributing Author,Regine Hock (Canada)
03,Freshwater resources,Contributing Author,Shinjiro Kanae (Japan)
03,Freshwater resources,Contributing Author,Xixi Lu (Singapore)
03,Freshwater resources,Contributing Author,Luis José Mata (Venezuela)
03,Freshwater resources,Contributing Author,Claudia Pahl-Wostl (Germany)
03,Freshwater resources,Contributing Author,Kenneth M. Strzepek (UNU / United States)
03,Freshwater resources,Contributing Author,Buda Su (China)
03,Freshwater resources,Contributing Author,B. van den Hurk (Netherlands)
