#,Chapter,Role,Name (Country)
1,Introduction,Coordinating Lead Author,Ulrich Cubasch (Germany)
1,Introduction,Coordinating Lead Author,Donald Wuebbles (USA)
,,,
1,Introduction,Lead Author,Deliang Chen (Sweden)
1,Introduction,Lead Author,Maria Cristina Facchini (Italy)
1,Introduction,Lead Author,David Frame (UK/New Zealand)
1,Introduction,Lead Author,Natalie Mahowald (USA)
1,Introduction,Lead Author,Jan-Gunnar Winther (Norway)
,,,
1,Introduction,Contributing Author,Achim Brauer (Germany)
1,Introduction,Contributing Author,Lydia Gates (Germany)
1,Introduction,Contributing Author,Emily Janssen (USA)
1,Introduction,Contributing Author,Frank Kaspar (Germany)
1,Introduction,Contributing Author,Janina Körper (Germany)
1,Introduction,Contributing Author,Valérie Masson-Delmotte (France)
1,Introduction,Contributing Author,Malte Meinshausen (Australia/Germany)
1,Introduction,Contributing Author,Matthew Menne (USA)
1,Introduction,Contributing Author,Carolin Richter (Switzerland)
1,Introduction,Contributing Author,Michael Schulz (Germany)
1,Introduction,Contributing Author,Uwe Schulzweida (Germany)
1,Introduction,Contributing Author,Bjorn Stevens (Germany/USA)
1,Introduction,Contributing Author,Rowan Sutton (UK)
1,Introduction,Contributing Author,Kevin Trenberth (USA)
1,Introduction,Contributing Author,Murat Türkeş (Turkey)
1,Introduction,Contributing Author,Daniel S. Ward (USA)
,,,
1,Introduction,Review Editor,Yihui Ding (China)
1,Introduction,Review Editor,Linda Mearns (USA)
1,Introduction,Review Editor,Peter Wadhams (UK)
