#,Chapter,Role,Name (Country)
9,Buildings,Coordinating Lead Author,Oswaldo Lucon (Brazil)
9,Buildings,Coordinating Lead Author,Diana Ürge-Vorsatz (Hungary)
,,,
9,Buildings,Lead Author,Hashem Akbari (USA/Canada)
9,Buildings,Lead Author,Paolo Bertoldi (Italy)
9,Buildings,Lead Author,Luisa F. Cabeza (Spain)
9,Buildings,Lead Author,Nicholas Eyre (UK)
9,Buildings,Lead Author,Ashok Gadgil (India/USA)
9,Buildings,Lead Author,L.D. Danny Harvey (Canada)
9,Buildings,Lead Author,Yi Jiang (China)
9,Buildings,Lead Author,Enoch Liphoto (South Africa)
9,Buildings,Lead Author,Sevastianos Mirasgedis (Greece)
9,Buildings,Lead Author,Shuzo Murakami (Japan)
9,Buildings,Lead Author,Jyoti Parikh (India)
9,Buildings,Lead Author,Christopher Pyke (USA)
9,Buildings,Lead Author,Maria Virginia Vilariño (Argentina)
9,Buildings,Lead Author,Azni Zain Ahmed (Malaysia)
,,,
9,Buildings,Review Editor,Marilyn Brown (USA)
9,Buildings,Review Editor,Tamás Pálvölgyi (Hungary)
,,,
9,Buildings,Contributing Author,Jiyong Eom (South Korea)
9,Buildings,Contributing Author,Peter Graham (Australia)
9,Buildings,Contributing Author,Ágnes Kelemen (Hungary)
9,Buildings,Contributing Author,Volker Krey (Germany)
9,Buildings,Contributing Author,Ksenia Petrichenko (Hungary)
