#,Chapter,Role,Name (Country)
11,Near - term Climate Change: Projections and Predictability,Coordinating Lead Author,Ben Kirtman (USA)
11,Near - term Climate Change: Projections and Predictability,Coordinating Lead Author,Scott B. Power (Australia)
,,,
11,Near - term Climate Change: Projections and Predictability,Lead Author,Akintayo John Adedoyin (Botswana)
11,Near - term Climate Change: Projections and Predictability,Lead Author,George J. Boer (Canada)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Roxana Bojariu (Romania)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Ines Camilloni (Argentina)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Francisco Doblas-Reyes (Spain)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Arlene M. Fiore (USA)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Masahide Kimoto (Japan)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Gerald Meehl (USA)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Michael Prather (USA)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Abdoulaye Sarr (Senegal)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Christoph Schär (Switzerland)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Rowan Sutton (UK)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Geert Jan van Oldenborgh (Netherlands)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Gabriel Vecchi (USA)
11,Near - term Climate Change: Projections and Predictability,Lead Author,Hui-Jun Wang (China)
,,,
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Nathaniel L. Bindoff (Australia)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Philip Cameron-Smith (USA/New Zealand)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Yoshimitsu Chikamoto (USA/Japan)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Olivia Clifton (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Susanna Corti (Italy)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Paul J. Durack (USA/Australia)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Thierry Fichefet (Belgium)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Javier García-Serrano (Spain)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Paul Ginoux (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Lesley Gray (UK)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Virginie Guemas (Spain/France)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Ed Hawkins (UK)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Marika Holland (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Christopher Holmes (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Johnna Infanti (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Masayoshi Ishii (Japan)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Daniel Jacob (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Jasmin John (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Zbigniew Klimont (Austria/Poland)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Thomas Knutson (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Gerhard Krinner (France)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,David Lawrence (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Jian Lu (USA/Canada)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Daniel Murphy (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Vaishali Naik (USA/India)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Alan Robock (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Luis Rodrigues (Spain/Brazil)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Jan Sedláček (Switzerland)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Andrew Slater (USA/Australia)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Doug Smith (UK)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,David S. Stevenson (UK)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Bart van den Hurk (Netherlands)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Twan van Noije (Netherlands)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Steve Vavrus (USA)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Apostolos Voulgarakis (UK/Greece)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Antje Weisheimer (UK/Germany)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Oliver Wild (UK)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Tim Woollings (UK)
11,Near - term Climate Change: Projections and Predictability,Contributing Author,Paul Young (UK)
,,,
11,Near - term Climate Change: Projections and Predictability,Review Editor,Pascale Delecluse (France)
11,Near - term Climate Change: Projections and Predictability,Review Editor,Tim Palmer (UK)
11,Near - term Climate Change: Projections and Predictability,Review Editor,Theodore Shepherd (UK)
11,Near - term Climate Change: Projections and Predictability,Review Editor,Francis Zwiers (Canada)
