#,Chapter,Name
4,"Intertemporal Equity, Discounting, and Economic Efficiency",K.J. ARROW
4,"Intertemporal Equity, Discounting, and Economic Efficiency",W.R. CLINE
4,"Intertemporal Equity, Discounting, and Economic Efficiency",K-G. MALER
4,"Intertemporal Equity, Discounting, and Economic Efficiency",M. MUNASINGHE
4,"Intertemporal Equity, Discounting, and Economic Efficiency",R. SQUITIERI
4,"Intertemporal Equity, Discounting, and Economic Efficiency",J.E. STIGLITZ
