Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1,Remark part 3
CZ,CZECH REPUBLIC,Czech Republic (the),the Czech Republic,CZE,203,,Yes,,Officially assigned,,"Czechoslovakia (CS, CSK, 200) was divided into Czech Republic (CZ, CZE, 203), and Slovakia (SK, SVK, 703). See also code element CSHH. "
