#,Chapter,Role,Name (Country)
12,Human Security,Coordinating Lead Author,W. Neil Adger (UK)
12,Human Security,Coordinating Lead Author,Juan M. Pulhin (Philippines)
,,,
12,Human Security,Lead Author,Jon Barnett (Australia)
12,Human Security,Lead Author,Geoffrey D. Dabelko (USA)
12,Human Security,Lead Author,Grete K. Hovelsrud (Norway)
12,Human Security,Lead Author,Marc Levy (USA)
12,Human Security,Lead Author,Úrsula Oswald Spring (Mexico)
12,Human Security,Lead Author,Coleen H. Vogel (South Africa)
,,,
12,Human Security,Contributing Author,Helen Adams (UK)
12,Human Security,Contributing Author,Jennifer Hodbod (UK)
12,Human Security,Contributing Author,Stuart Kent (Australia)
12,Human Security,Contributing Author,Marcela Tarazona (Colombia)
,,,
12,Human Security,Review Editor,Paulina Aldunce (Chile)
12,Human Security,Review Editor,Robin Leichenko (USA)
,,,
12,Human Security,Volunteer Chapter Scientist,Marcela Tarazona (Colombia)
