#,Chapter,Role,Name (Country)
13,Sea Level Change,Coordinating Lead Author,John A. Church (Australia)
13,Sea Level Change,Coordinating Lead Author,Peter U. Clark (USA)
,,,
13,Sea Level Change,Lead Author,Anny Cazenave (France)
13,Sea Level Change,Lead Author,Jonathan M. Gregory (UK)
13,Sea Level Change,Lead Author,Svetlana Jevrejeva (UK)
13,Sea Level Change,Lead Author,Anders Levermann (Germany)
13,Sea Level Change,Lead Author,Mark A. Merrifield (USA)
13,Sea Level Change,Lead Author,Glenn A. Milne (Canada)
13,Sea Level Change,Lead Author,R. Steven Nerem (USA)
13,Sea Level Change,Lead Author,Patrick D. Nunn (Australia)
13,Sea Level Change,Lead Author,Antony J. Payne (UK)
13,Sea Level Change,Lead Author,W. Tad Pfeffer (USA)
13,Sea Level Change,Lead Author,Detlef Stammer (Germany)
13,Sea Level Change,Lead Author,Alakkat S. Unnikrishnan (India)
,,,
13,Sea Level Change,Contributing Author,David Bahr (USA)
13,Sea Level Change,Contributing Author,Jason E. Box (Denmark/USA)
13,Sea Level Change,Contributing Author,David H. Bromwich (USA)
13,Sea Level Change,Contributing Author,Mark Carson (Germany)
13,Sea Level Change,Contributing Author,William Collins (UK)
13,Sea Level Change,Contributing Author,Xavier Fettweis (Belgium)
13,Sea Level Change,Contributing Author,Piers Forster (UK)
13,Sea Level Change,Contributing Author,Alex Gardner (USA)
13,Sea Level Change,Contributing Author,W. Roland Gehrels (UK)
13,Sea Level Change,Contributing Author,Rianne Giesen (Netherlands)
13,Sea Level Change,Contributing Author,Peter J. Gleckler (USA)
13,Sea Level Change,Contributing Author,Peter Good (UK)
13,Sea Level Change,Contributing Author,Rune Grand Graversen (Sweden)
13,Sea Level Change,Contributing Author,Ralf Greve (Japan)
13,Sea Level Change,Contributing Author,Stephen Griffies (USA)
13,Sea Level Change,Contributing Author,Edward Hanna (UK)
13,Sea Level Change,Contributing Author,Mark Hemer (Australia)
13,Sea Level Change,Contributing Author,Regine Hock (USA)
13,Sea Level Change,Contributing Author,Simon J. Holgate (UK)
13,Sea Level Change,Contributing Author,John Hunter (Australia)
13,Sea Level Change,Contributing Author,Philippe Huybrechts (Belgium)
13,Sea Level Change,Contributing Author,Gregory Johnson (USA)
13,Sea Level Change,Contributing Author,Ian Joughin (USA)
13,Sea Level Change,Contributing Author,Georg Kaser (Austria)
13,Sea Level Change,Contributing Author,Caroline Katsman (Netherlands)
13,Sea Level Change,Contributing Author,Leonard Konikow (USA)
13,Sea Level Change,Contributing Author,Gerhard Krinner (France)
13,Sea Level Change,Contributing Author,Anne Le Brocq (UK)
13,Sea Level Change,Contributing Author,Jan Lenaerts (Netherlands)
13,Sea Level Change,Contributing Author,Stefan Ligtenberg (Netherlands)
13,Sea Level Change,Contributing Author,Christopher M. Little (USA)
13,Sea Level Change,Contributing Author,Ben Marzeion (Austria)
13,Sea Level Change,Contributing Author,Kathleen L. McInnes (Australia)
13,Sea Level Change,Contributing Author,Sebastian H. Mernild (USA)
13,Sea Level Change,Contributing Author,Didier Monselesan (Australia)
13,Sea Level Change,Contributing Author,Ruth Mottram (Denmark)
13,Sea Level Change,Contributing Author,Tavi Murray (UK)
13,Sea Level Change,Contributing Author,Gunnar Myhre (Norway)
13,Sea Level Change,Contributing Author,J.P. Nicholas (USA)
13,Sea Level Change,Contributing Author,Faezeh Nick (Norway)
13,Sea Level Change,Contributing Author,Mahé Perrette (Germany)
13,Sea Level Change,Contributing Author,David Pollard (USA)
13,Sea Level Change,Contributing Author,Valentina Radić (Canada)
13,Sea Level Change,Contributing Author,Jamie Rae (UK)
13,Sea Level Change,Contributing Author,Markku Rummukainen (Sweden)
13,Sea Level Change,Contributing Author,Christian Schoof (Canada)
13,Sea Level Change,Contributing Author,Aimée Slangen (Australia/Netherlands)
13,Sea Level Change,Contributing Author,Jan H. van Angelen (Netherlands)
13,Sea Level Change,Contributing Author,Willem Jan van de Berg (Netherlands)
13,Sea Level Change,Contributing Author,Michiel van den Broeke (Netherlands)
13,Sea Level Change,Contributing Author,Miren Vizcaíno (Netherlands)
13,Sea Level Change,Contributing Author,Yoshihide Wada (Netherlands)
13,Sea Level Change,Contributing Author,Neil J. White (Australia)
13,Sea Level Change,Contributing Author,Ricarda Winkelmann (Germany)
13,Sea Level Change,Contributing Author,Jianjun Yin (USA)
13,Sea Level Change,Contributing Author,Masakazu Yoshimori (Japan)
13,Sea Level Change,Contributing Author,Kirsten Zickfeld (Canada)
,,,
13,Sea Level Change,Review Editor,Jean Jouzel (France)
13,Sea Level Change,Review Editor,Roderik van de Wal (Netherlands)
13,Sea Level Change,Review Editor,Philip L. Woodworth (UK)
13,Sea Level Change,Review Editor,Cunde Xiao (China)
