#,Chapter,Role,Name (Country)
4,Terrestrial and Inland Water Systems,Coordinating Lead Author,Josef Settele (Germany)
4,Terrestrial and Inland Water Systems,Coordinating Lead Author,Robert Scholes (South Africa)
,,,
4,Terrestrial and Inland Water Systems,Lead Author,Richard A. Betts (UK)
4,Terrestrial and Inland Water Systems,Lead Author,Stuart Bunn (Australia)
4,Terrestrial and Inland Water Systems,Lead Author,Paul Leadley (France)
4,Terrestrial and Inland Water Systems,Lead Author,Daniel Nepstad (USA)
4,Terrestrial and Inland Water Systems,Lead Author,Jonathan T. Overpeck (USA)
4,Terrestrial and Inland Water Systems,Lead Author,Miguel Angel Taboada (Argentina)
,,,
4,Terrestrial and Inland Water Systems,Contributing Author,Rita Adrian (Germany)
4,Terrestrial and Inland Water Systems,Contributing Author,Craig Allen (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,William Anderegg (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Celine Bellard (France)
4,Terrestrial and Inland Water Systems,Contributing Author,Paulo Brando (Brazil)
4,Terrestrial and Inland Water Systems,Contributing Author,Louise P. Chini (New Zealand)
4,Terrestrial and Inland Water Systems,Contributing Author,Franck Courchamp (France)
4,Terrestrial and Inland Water Systems,Contributing Author,Wendy  Foden (South Africa)
4,Terrestrial and Inland Water Systems,Contributing Author,Dieter Gerten (Germany)
4,Terrestrial and Inland Water Systems,Contributing Author,Scott Goetz (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Nicola Golding (UK)
4,Terrestrial and Inland Water Systems,Contributing Author,Patrick Gonzalez (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Ed Hawkins (UK)
4,Terrestrial and Inland Water Systems,Contributing Author,Thomas Hickler (Germany)
4,Terrestrial and Inland Water Systems,Contributing Author,George Hurtt (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Charles Koven (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Josh Lawler (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Heike Lischke (Switzerland)
4,Terrestrial and Inland Water Systems,Contributing Author,Georgina M. Mace (UK)
4,Terrestrial and Inland Water Systems,Contributing Author,Melodie McGeoch (Australia)
4,Terrestrial and Inland Water Systems,Contributing Author,Camille Parmesan (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Richard Pearson (UK)
4,Terrestrial and Inland Water Systems,Contributing Author,Beatriz Rodriguez-Labajos (Spain)
4,Terrestrial and Inland Water Systems,Contributing Author,Carlo Rondinini (Italy)
4,Terrestrial and Inland Water Systems,Contributing Author,Rebecca Shaw (USA)
4,Terrestrial and Inland Water Systems,Contributing Author,Stephen Sitch (UK)
4,Terrestrial and Inland Water Systems,Contributing Author,Klement Tockner (Germany)
4,Terrestrial and Inland Water Systems,Contributing Author,Piero Visconti (UK)
4,Terrestrial and Inland Water Systems,Contributing Author,Marten Winter (Germany)
,,,
4,Terrestrial and Inland Water Systems,Review Editor,Andreas Fischlin (Switzerland)
4,Terrestrial and Inland Water Systems,Review Editor,José M. Moreno (Spain)
4,Terrestrial and Inland Water Systems,Review Editor,Terry Root (USA)
,,,
4,Terrestrial and Inland Water Systems,Volunteer Chapter Scientist,Martin Musche (Germany)
4,Terrestrial and Inland Water Systems,Volunteer Chapter Scientist,Marten Winter (Germany)
