Chapter,Title,Role,Name,Institution,Country
Chapter 03,Freshwater resources,Coordinating Lead Author,Blanca E. Jiménez Cisneros,Universidad Nacional Autónoma de México / UNESCO,Mexico
Chapter 03,Freshwater resources,Coordinating Lead Author,Taikan Oki,University of Tokyo,Japan
,,,,,
Chapter 03,Freshwater resources,Lead Author,Nigel Arnell,University of Reading Walker Institute,United Kingdom
Chapter 03,Freshwater resources,Lead Author,Gerardo Benito,Spanish Council for Scientific Research,Spain
Chapter 03,Freshwater resources,Lead Author,J. Graham Cogley,Trent University,Canada
Chapter 03,Freshwater resources,Lead Author,Petra Döll,Goethe University Frankfurt,Germany
Chapter 03,Freshwater resources,Lead Author,Tong Jiang,China Meteorological Administration,China
Chapter 03,Freshwater resources,Lead Author,Shadrack S. Mwakalila,University of Dar es Salaam,United Republic of Tanzania
,,,,,
Chapter 03,Freshwater resources,Review Editor,Zbigniew Kundzewicz,Polish Academy of Sciences,Poland
,,,,,
Chapter 03,Freshwater resources,Volunteer Chapter Scientist,Asako Nishijima,University of Tokyo,Japan
,,,,,
Chapter 03,Freshwater resources,Contributing Author,Thomas Fischer,,Germany
Chapter 03,Freshwater resources,Contributing Author,Dieter Gerten,,Germany
Chapter 03,Freshwater resources,Contributing Author,Regine Hock,,Canada
Chapter 03,Freshwater resources,Contributing Author,Shinjiro Kanae,,Japan
Chapter 03,Freshwater resources,Contributing Author,Xixi Lu,,Singapore
Chapter 03,Freshwater resources,Contributing Author,Luis José Mata,,Venezuela
Chapter 03,Freshwater resources,Contributing Author,Claudia Pahl-Wostl,,Germany
Chapter 03,Freshwater resources,Contributing Author,Kenneth M. Strzepek,,UNU / United States
Chapter 03,Freshwater resources,Contributing Author,Buda Su,,China
Chapter 03,Freshwater resources,Contributing Author,B. van den Hurk,,Netherlands
