Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 2
GB,UNITED KINGDOM,United Kingdom (the),the United Kingdom of Great Britain and Northern Ireland,GBR,826,,Yes,,Officially assigned,"BS 6879 gives alternative name forms in Welsh (cy) for some of the Welsh unitary authorities (together with alternative code elements). Since this part of ISO 3166 does not allow for duplicate coding of identical subdivisions, such alternative names in Welsh and code elements are shown for information purposes only in square brackets after the English name of the subdivision."
