Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
ID,INDONESIA,Indonesia,the Republic of Indonesia,IDN,360,,Yes,,Officially assigned
