Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
SD,SUDAN,Sudan (the),the Republic of the Sudan,SDN,729,,Yes,,Officially assigned,Split of Sudan into Sudan (north part) and South Sudan (south part).
