Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 2,Remark part 3
UZ,UZBEKISTAN,Uzbekistan,the Republic of Uzbekistan,UZB,860,,Yes,,Officially assigned,In May 1995 a new Roman alphabet was officially decreed for the Uzbek language,"Formerly part of USSR (SU, SUN, 810) before its split. See code element SUHH."
