Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
MY,MALAYSIA,Malaysia,,MYS,458,,Yes,"Peninsular Malaysia, Sabah, Sarawak",Officially assigned,"Comprises: Peninsular Malaysia, Sabah, Sarawak."
