Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1,Remark part 3
RU,RUSSIAN FEDERATION,Russian Federation (the),the Russian Federation,RUS,643,,Yes,Kaliningrad Region,Officially assigned,Includes: the Kaliningrad Region.,"Formerly part of USSR (SU, SUN, 810) before its split. See code element SUHH."
