#,Chapter,Role,Name (Country)
4,Observations: Cryosphere,Coordinating Lead Author,David G. Vaughan (UK)
4,Observations: Cryosphere,Coordinating Lead Author,Josefino C. Comiso (USA)
,,,
4,Observations: Cryosphere,Lead Author,Ian Allison (Australia)
4,Observations: Cryosphere,Lead Author,Jorge Carrasco (Chile)
4,Observations: Cryosphere,Lead Author,Georg Kaser (Austria/Italy)
4,Observations: Cryosphere,Lead Author,Ronald Kwok (USA)
4,Observations: Cryosphere,Lead Author,Philip Mote (USA)
4,Observations: Cryosphere,Lead Author,Tavi Murray (UK)
4,Observations: Cryosphere,Lead Author,Frank Paul (Switzerland/Germany)
4,Observations: Cryosphere,Lead Author,Jiawen Ren (China)
4,Observations: Cryosphere,Lead Author,Eric Rignot (USA)
4,Observations: Cryosphere,Lead Author,Olga Solomina (Russian Federation)
4,Observations: Cryosphere,Lead Author,Konrad Steffen (Switzerland)
4,Observations: Cryosphere,Lead Author,Tingjun Zhang (USA/China)
,,,
4,Observations: Cryosphere,Contributing Author,Anthony A. Arendt (USA)
4,Observations: Cryosphere,Contributing Author,David B. Bahr (USA)
4,Observations: Cryosphere,Contributing Author,Michiel van den Broeke (Netherlands)
4,Observations: Cryosphere,Contributing Author,Ross Brown (Canada)
4,Observations: Cryosphere,Contributing Author,J. Graham Cogley (Canada)
4,Observations: Cryosphere,Contributing Author,Alex S. Gardner (USA)
4,Observations: Cryosphere,Contributing Author,Sebastian Gerland (Norway)
4,Observations: Cryosphere,Contributing Author,Stephan Gruber (Switzerland)
4,Observations: Cryosphere,Contributing Author,Christian Haas (Canada)
4,Observations: Cryosphere,Contributing Author,Jon Ove Hagen (Norway)
4,Observations: Cryosphere,Contributing Author,Regine Hock (USA)
4,Observations: Cryosphere,Contributing Author,David Holland (USA)
4,Observations: Cryosphere,Contributing Author,Matthias Huss (Switzerland)
4,Observations: Cryosphere,Contributing Author,Thorsten Markus (USA)
4,Observations: Cryosphere,Contributing Author,Ben Marzeion (Austria)
4,Observations: Cryosphere,Contributing Author,Rob Massom (Australia)
4,Observations: Cryosphere,Contributing Author,Geir Moholdt (USA)
4,Observations: Cryosphere,Contributing Author,Pier Paul Overduin (Germany)
4,Observations: Cryosphere,Contributing Author,Antony Payne (UK)
4,Observations: Cryosphere,Contributing Author,W. Tad Pfeffer (USA)
4,Observations: Cryosphere,Contributing Author,Terry Prowse (Canada)
4,Observations: Cryosphere,Contributing Author,Valentina Radić (Canada)
4,Observations: Cryosphere,Contributing Author,David Robinson (USA)
4,Observations: Cryosphere,Contributing Author,Martin Sharp (Canada)
4,Observations: Cryosphere,Contributing Author,Nikolay Shiklomanov (USA)
4,Observations: Cryosphere,Contributing Author,Sharon Smith (Canada)
4,Observations: Cryosphere,Contributing Author,Sharon Stammerjohn (USA)
4,Observations: Cryosphere,Contributing Author,Isabella Velicogna (USA)
4,Observations: Cryosphere,Contributing Author,Peter Wadhams (UK)
4,Observations: Cryosphere,Contributing Author,Anthony Worby (Australia)
4,Observations: Cryosphere,Contributing Author,Lin Zhao (China)
,,,
4,Observations: Cryosphere,Review Editor,Jonathan Bamber (UK)
4,Observations: Cryosphere,Review Editor,Philippe Huybrechts (Belgium)
4,Observations: Cryosphere,Review Editor,Peter Lemke (Germany)
