Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
SN,SENEGAL,Senegal,the Republic of Senegal,SEN,686,,Yes,,Officially assigned
