Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
AG,ANTIGUA AND BARBUDA,Antigua and Barbuda,,ATG,028,,Yes,Redonda Island,Officially assigned,Includes: Redonda Island.
