Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 2
IS,ICELAND,Iceland,the Republic of Iceland,ISL,352,,Yes,,Officially assigned,Remark: The Icelandic characters ð (eze) and þ (thorn) may be written as “dh” and “th”.
