Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
CH,SWITZERLAND,Switzerland,the Swiss Confederation,CHE,756,,Yes,,Officially assigned
