Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
BO,"BOLIVIA, PLURINATIONAL STATE OF","Bolivia, Plurinational State of",the Plurinational State of Bolivia,BOL,068,,Yes,,Officially assigned
