Chapter,Role,Name,Country
Forestry,Coordinating Lead Author,Gert-Jan Nabuurs,The Netherlands
Forestry,Coordinating Lead Author,Omar Masera,Mexico
,,,
Forestry,Lead Author,Kenneth Andrasko,USA
Forestry,Lead Author,Pablo Benítez-Ponce,Canada
Forestry,Lead Author,Rizaldi Boer,Indonesia
Forestry,Lead Author,Michael Dutschke,Germany
Forestry,Lead Author,Elnour Abdalla Elsiddig,Sudan
Forestry,Lead Author,Justin Ford-Robertson,New Zealand
Forestry,Lead Author,Peter C. Frumhoff,USA
Forestry,Lead Author,Timo Karjalainen,Finland
Forestry,Lead Author,Olga N. Krankina,USA
Forestry,Lead Author,Werner A. Kurz,Canada
Forestry,Lead Author,Mitsuo Matsumoto,Japan
Forestry,Lead Author,Walter Oyhantçabal,Uruguay
Forestry,Lead Author,Nijavalli H. Ravindranath,India
Forestry,Lead Author,María José Sanz Sanchez,Spain
Forestry,Lead Author,Xiaoquan Zhang,USA
,,,
Forestry,Contributing Author,Frédéric Achard,Italy
Forestry,Contributing Author,Carlos A. Anaya,Mexico
Forestry,Contributing Author,Sander Brinkman,The Netherlands
Forestry,Contributing Author,Wenjun Chen,Canada
Forestry,Contributing Author,Raymond E. Gullison,Canada
Forestry,Contributing Author,Niro Higuchi,Brazil
Forestry,Contributing Author,Monique Hoogwijk,The Netherlands
Forestry,Contributing Author,Esteban Jobbagy,Argentina
Forestry,Contributing Author,G. Cornelis van Kooten,Canada
Forestry,Contributing Author,Franck Lecocq,France
Forestry,Contributing Author,Steven K. Rose,USA
Forestry,Contributing Author,Bernhard Schlamadinger,Austria
Forestry,Contributing Author,Britaldo Silveira Soares Filho,Brazil
Forestry,Contributing Author,Brent Sohngen,USA
Forestry,Contributing Author,Bart Strengers,The Netherlands
Forestry,Contributing Author,Eveline Trines,The Netherlands
,,,
Forestry,Review Editor,Michael J. Apps,Canada
Forestry,Review Editor,Eduardo Calvo Buendia,Peru
