Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status
AR,ARGENTINA,Argentina,the Argentine Republic,ARG,032,,Yes,,Officially assigned
