#,Chapter,Role,Name (Country)
8,Transport,Coordinating Lead Author,Ralph Sims (New Zealand)
8,Transport,Coordinating Lead Author,Roberto Schaeffer (Brazil)
,,,
8,Transport,Lead Author,Felix Creutzig (Germany)
8,Transport,Lead Author,Xochitl Cruz-Núñez (Mexico)
8,Transport,Lead Author,Marcio D'Agosto (Brazil)
8,Transport,Lead Author,Delia Dimitriu (Romania/UK)
8,Transport,Lead Author,Maria Josefina Figueroa Meza (Venezuela/Denmark)
8,Transport,Lead Author,Lew Fulton (USA)
8,Transport,Lead Author,Shigeki Kobayashi (Japan)
8,Transport,Lead Author,Oliver Lah (Germany)
8,Transport,Lead Author,Alan McKinnon (UK/Germany)
8,Transport,Lead Author,Peter Newman (Australia)
8,Transport,Lead Author,Minggao Ouyang (China)
8,Transport,Lead Author,James Jay Schauer (USA)
8,Transport,Lead Author,Daniel Sperling (USA)
8,Transport,Lead Author,Geetam Tiwari (India)
,,,
8,Transport,Contributing Author,Adjo A. Amekudzi (USA)
8,Transport,Contributing Author,Bruno Soares Moreira Cesar Borba (Brazil)
8,Transport,Contributing Author,Helena Chum (Brazil/USA)
8,Transport,Contributing Author,Philippe Crist (France/USA)
8,Transport,Contributing Author,Han Hao (China)
8,Transport,Contributing Author,Jennifer Helfrich (USA)
8,Transport,Contributing Author,Thomas Longden (Australia/Italy)
8,Transport,Contributing Author,André Frossard Pereira de Lucena (Brazil)
8,Transport,Contributing Author,Paul Peeters (Netherlands)
8,Transport,Contributing Author,Richard Plevin (USA)
8,Transport,Contributing Author,Steven Plotkin (USA)
8,Transport,Contributing Author,Robert Sausen (Germany)
,,,
8,Transport,Review Editor,Elizabeth Deakin (USA)
8,Transport,Review Editor,Suzana Kahn Ribeiro (Brazil)
,,,
8,Transport,Chapter Science Assistant,Bruno Soares Moreira Cesar Borba (Brazil)
