Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1,Remark part 3
VN,VIET NAM,Viet Nam,the Socialist Republic of Viet Nam,VNM,704,,Yes,,Officially assigned,,"The former Democratic Republic of Viet-Nam (VD, VDR, --) is  now part of the entry for Viet Nam (VN, VNM, 704). See also the code element VDVN."
