Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
LA,LAO PEOPLE'S DEMOCRATIC REPUBLIC,Lao People's Democratic Republic (the),the Lao People's Democratic Republic,LAO,418,,Yes,,Officially assigned,Also referred to as Laos.
