Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 2
NP,NEPAL,Nepal,the Federal Democratic Republic of Nepal,NPL,524,,Yes,,Officially assigned,Remark: Conventional names.
