Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1,Remark part 3
SK,SLOVAKIA,Slovakia,the Slovak Republic,SVK,703,,Yes,,Officially assigned,"Code element SK was formerly used for Sikkim (SK, SKM, --), now part of the entry for India (IN, IND, 356), was reused for Slovakia. See aslo code element SKIN.","Czechoslovakia (CS, CSK, 200) was divided into Czech Republic (CZ, CZE, 203), and Slovakia (SK, SVK, 703). See also code element CSHH."
