Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
CN,CHINA,China,the People's Republic of China,CHN,156,,Yes,,Officially assigned,"See also TAIWAN, PROVINCE OF CHINA."
