Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1,Remark part 2,Remark part 3
IN,INDIA,India,the Republic of India,IND,356,,Yes,"Andaman Islands, Laccadive Islands , Minicoy Island, Nicobar Islands, Amindivi Islands",Officially assigned,"Includes: Amindivi Islands, Andaman Islands, Laccadive Islands, Minicoy Island, Nicobar Islands.",Remark: the forms used in the list are English-language forms provided by India.,"Sikkim (SK, SKM, --) is now part of the entry for India."
