Chapter,Role,Name (Country)
"Inventory of Technologies, Methods and Practices",Coordinating Lead Author,David G. Streets (USA)
,,
"Inventory of Technologies, Methods and Practices",Lead Author,W.B. Ashton (USA)
"Inventory of Technologies, Methods and Practices",Lead Author,K. Hogan (USA)
"Inventory of Technologies, Methods and Practices",Lead Author,P. Wibulswas (Thailand)
"Inventory of Technologies, Methods and Practices",Lead Author,Ted Williams (USA)
,,
,,
