Alpha-2 code,Short name,Short name lower case,Full name,Alpha-3 code,Numeric code,Remarks,Independent,Territory name,Status,Remark part 1
TZ,"TANZANIA, UNITED REPUBLIC OF","Tanzania, United Republic of",the United Republic of Tanzania,TZA,834,,Yes,,Officially assigned,Often referred to as Tanzania.
